id_saisi,ecole_id,genre_saisi,anciennete,vague,visite1,visite2,visite3,visite4
118,E00021,Homme,5,2,A,P,A,P
119,E00021,Homme,9,2,P,A,A,P
120,E00021,Homme,16,2,P,P,P,P
121,E00021,Homme,11,2,P,P,P,P
122,E00022,Homme,4,2,P,A,P,P
123,E00022,Femme,0,2,P,P,P,ND
124,E00022,Homme,7,2,P,P,P,A
125,E00022,Homme,0,2,P,P,P,ND
126,E00022,Femme,12,2,P,A,A,P
127,E00022,Homme,0,2,A,P,P,A
128,E00023,Homme,10,2,P,P,P,P
129,E00023,Homme,5,2,P,P,P,A
130,E00023,Homme,11,2,ND,P,P,P
132,E00024,Femme,11,2,P,A,P,A
133,E00024,Femme,14,2,A,P,A,P
134,E00025,Femme,8,2,P,A,P,P
135,E00025,Homme,8,2,P,P,P,P
136,E00025,Homme,13,2,P,P,P,A
137,E00025,Femme,6,2,P,P,P,P
138,E00025,Homme,12,2,P,P,P,P
139,E00025,Homme,8,2,P,P,P,P
140,E00025,Femme,6,2,P,P,P,P
141,E00025,Femme,18,2,P,P,P,P
142,E00025,Homme,14,2,P,ND,P,P
143,E00025,Femme,8,2,P,P,P,P
134,E00025,Femme,4,2,P,P,P,P
145,E00025,Femme,9,2,P,P,A,P
146,E00025,Homme,9,2,P,A,P,P
147,E00025,Femme,9,2,P,P,P,P
148,E00025,Homme,14,2,P,P,P,P
149,E00025,Homme,0,2,P,P,P,P
150,E00025,Homme,0,2,P,P,A,P
151,E00025,Femme,10,2,P,P,P,A
152,E00026,Femme,10,2,P,P,P,P
154,E00026,Homme,0,2,A,P,P,P
155,E00026,Femme,0,2,P,P,P,P
156,E00026,Femme,9,2,P,A,P,P
155,E00026,Femme,10,2,A,P,P,P
158,E00026,Homme,8,2,ND,P,P,P
159,E00027,Homme,12,2,A,P,P,P
160,E00027,Homme,15,2,P,P,P,P
161,E00027,Homme,0,2,P,P,P,P
162,E00027,Homme,2,2,P,A,P,P
163,E00028,Femme,0,2,A,P,P,P
164,E00028,Homme,4,2,P,P,P,P
165,E00029,Homme,16,2,P,ND,A,ND
366,E00029,Homme,18,2,P,P,P,P
167,E00029,Femme,3,2,A,P,P,A
168,E00029,Homme,10,2,P,P,P,P
169,E00029,Femme,2,2,P,ND,P,P
170,E00030,Homme,10,2,P,P,P,P
171,E00030,Homme,2,2,P,P,P,P
172,E00030,Femme,0,2,P,P,P,P
173,E00030,Homme,9,2,P,P,P,P
175,E00031,Femme,9,2,P,P,A,A
176,E00032,Homme,8,2,P,ND,P,P
179,E00032,Homme,0,2,P,P,P,ND
180,E00033,Homme,11,2,P,A,P,P
181,E00033,Homme,14,2,P,P,ND,P
182,E00033,Homme,5,2,A,A,P,P
183,E00034,Homme,13,2,P,A,A,A
185,E00034,Homme,16,2,A,A,P,A
186,E00034,Femme,7,2,P,A,P,P
187,E00035,Homme,4,2,A,P,A,A
188,E00035,Homme,0,2,A,A,P,P
189,E00035,Homme,7,2,P,A,P,P
190,E00035,Homme,12,2,P,A,P,P
193,E00036,Homme,3,2,P,A,P,P
194,E00036,Homme,13,2,P,P,P,P
195,E00036,Homme,7,2,P,P,P,P
196,E00036,Homme,16,2,P,P,P,P
197,E00036,Femme,4,2,A,P,A,A
198,E00037,Homme,7,2,P,A,P,A
199,E00037,Homme,12,2,P,P,P,P
200,E00037,Homme,0,2,P,P,P,P
202,E00037,Femme,11,2,A,P,P,P
203,E00037,Homme,21,2,P,P,P,P
204,E00037,Femme,12,2,P,P,P,P
205,E00037,Femme,0,2,P,P,A,P
206,E00037,Homme,1,2,P,P,P,P
207,E00037,Femme,12,2,P,P,P,P
208,E00037,Femme,4,2,P,P,A,P
216,E00038,Femme,18,2,P,P,ND,P
212,E00039,Homme,23,2,P,A,P,P
214,E00040,Femme,4,2,P,P,A,P
215,E00040,Homme,13,2,P,P,P,A
216,E00040,Femme,0,2,P,P,P,P
217,E00040,Femme,3,2,P,P,P,P
218,E00040,Femme,6,2,P,P,P,P
212,E00040,Femme,11,2,P,P,P,A
220,E00040,Femme,19,2,A,P,P,P
221,E00041,Femme,14,2,A,A,P,A
223,E00041,Homme,7,2,P,P,P,P
224,E00041,Femme,1,2,P,A,A,P
225,E00041,Homme,12,2,A,A,P,P
226,E00041,Homme,6,2,P,ND,P,A
227,E00042,Femme,2,2,P,P,P,P
228,E00042,Femme,7,2,ND,P,P,P
729,E00043,Femme,1,2,A,A,A,A
230,E00043,Femme,16,2,A,A,P,A
231,E00043,Femme,10,2,A,P,P,P
232,E00043,Femme,12,2,A,P,P,P
233,E00043,Homme,7,2,P,P,A,P
234,E00043,Femme,11,2,P,P,P,P
235,E00043,Homme,11,2,P,P,P,P
236,E00044,Homme,17,2,P,P,P,P
237,E00044,Homme,10,2,P,A,P,P
338,E00044,Femme,13,2,P,P,P,P
239,E00044,Femme,0,2,P,P,P,P
240,E00044,Femme,0,2,P,A,P,P
241,E00045,Homme,14,2,P,P,P,P
242,E00045,Homme,7,2,P,A,A,P
243,E00045,Homme,7,2,P,P,P,A
244,E00045,Femme,9,2,P,P,P,P
245,E00046,Homme,12,2,P,A,P,P
246,E00046,Homme,5,2,P,P,P,P
247,E00046,Homme,12,2,A,P,P,P
248,E00046,Femme,6,2,P,P,P,P
249,E00047,Homme,0,2,P,A,P,A
250,E00047,Femme,0,2,A,P,A,P
251,E00048,Femme,13,2,A,P,P,P
252,E00048,Femme,10,2,A,P,P,P
353,E00048,Homme,11,2,P,A,P,A
254,E00048,Femme,0,2,P,ND,A,P
255,E00048,Homme,22,2,P,P,P,P
256,E00048,Homme,20,2,P,P,P,P
257,E00048,Homme,11,2,P,P,A,P
258,E00049,Homme,15,2,P,P,P,P
259,E00049,Femme,1,2,P,P,P,A
260,E00049,Homme,14,2,P,P,A,P
261,E00049,Homme,10,2,P,P,P,P
262,E00049,Homme,13,2,P,P,P,P
263,E00050,Homme,12,2,P,P,P,A
264,E00050,Homme,14,2,P,P,P,A
265,E00050,Homme,22,2,A,P,P,P
266,E00050,Homme,1,2,P,P,P,P
207,E00050,Homme,0,2,P,P,P,P
268,E00050,Femme,15,2,P,P,P,P
269,E00050,Homme,4,2,P,A,P,P
271,E00050,Femme,11,2,P,P,P,P
272,E00051,Homme,14,2,P,P,P,P
273,E00051,Femme,12,2,P,P,P,P
274,E00051,Homme,7,2,A,P,A,P
275,E00051,Femme,7,2,A,P,A,P
277,E00052,Femme,20,2,P,P,P,P
279,E00052,Femme,3,2,P,P,P,P
280,E00052,Homme,2,2,P,P,P,ND
281,E00052,Homme,18,2,P,A,P,P
282,E00052,Homme,18,2,P,P,P,P
283,E00052,Homme,12,2,P,A,A,P
284,E00052,Homme,16,2,P,P,P,P
285,E00052,Femme,13,2,A,P,A,P
286,E00052,Femme,8,2,P,P,P,P
287,E00053,Homme,0,2,A,P,P,A
288,E00053,Homme,7,2,P,P,P,P
289,E00053,Homme,7,2,P,P,P,A
290,E00053,Homme,8,2,P,P,P,P
290,E00053,Homme,7,2,P,P,P,P
492,E00053,Homme,6,2,P,A,P,P
293,E00053,Homme,5,2,A,A,P,P
294,E00053,Homme,17,2,A,ND,P,P
295,E00054,Homme,0,2,P,P,P,P
296,E00054,Femme,8,2,P,P,A,P
297,E00054,Homme,12,2,P,P,P,P
298,E00054,Homme,0,2,P,P,P,P
299,E00054,Homme,6,2,P,P,P,P
300,E00054,Femme,7,2,A,P,P,A
301,E00054,Homme,10,2,P,P,A,P
302,E00054,Homme,13,2,P,P,P,P
303,E00054,Homme,12,2,ND,A,P,P
304,E00054,Homme,1,2,P,P,P,A
305,E00054,Femme,8,2,P,P,P,P
306,E00054,Femme,9,2,A,A,P,P
307,E00055,Femme,16,2,P,P,P,P
308,E00055,Homme,12,2,A,A,P,P
309,E00055,Homme,0,2,P,A,A,P
310,E00055,Homme,16,2,A,P,P,P
311,E00055,Homme,17,2,P,P,P,P
312,E00055,Homme,10,2,P,P,P,P
314,E00055,Femme,8,2,P,A,P,P
316,E00056,Homme,11,2,P,P,P,P
317,E00056,Homme,13,2,P,P,A,P
318,E00056,Homme,4,2,P,P,P,P
319,E00056,Homme,2,2,P,P,P,ND
329,E00057,Femme,5,2,A,P,A,P
323,E00057,Femme,20,2,P,A,P,P
324,E00057,Femme,22,2,P,P,P,P
325,E00058,Homme,14,2,P,P,A,P
326,E00058,Femme,15,2,P,P,P,P
327,E00058,Femme,5,2,A,P,P,P
328,E00058,Femme,4,2,P,P,P,P
329,E00058,Homme,10,2,P,A,P,P
730,E00058,Femme,18,2,P,P,P,P
331,E00058,Homme,3,2,A,P,ND,P
392,E00058,Homme,12,2,ND,P,P,P
333,E00059,Homme,6,2,P,P,P,P
334,E00059,Femme,1,2,P,P,P,P
335,E00059,Homme,15,2,P,P,A,P
236,E00059,Femme,0,2,P,P,P,P
337,E00059,Homme,20,2,P,P,P,P
338,E00059,Homme,13,2,A,P,P,P
339,E00059,Homme,8,2,P,P,P,P
320,E00059,Homme,6,2,P,P,A,A
341,E00059,Homme,0,2,A,P,A,P
342,E00059,Femme,9,2,P,P,P,P
343,E00060,Homme,7,2,P,A,P,P
344,E00060,Femme,12,2,P,P,P,P
345,E00060,Homme,11,2,A,A,A,A
376,E00060,Homme,13,2,A,P,P,A
347,E00060,Homme,4,2,P,A,P,P
348,E00060,Femme,10,2,A,P,P,P
342,E00061,Homme,10,2,P,P,A,A
350,E00061,Femme,16,2,A,A,P,P
351,E00061,Homme,16,2,A,P,A,A
353,E00061,Femme,0,2,P,A,A,P
354,E00062,Homme,15,2,P,P,P,P
355,E00062,Homme,16,2,P,P,P,A
356,E00062,Homme,12,2,P,P,P,ND
357,E00062,Homme,0,2,P,P,P,P
358,E00062,Femme,3,2,P,P,P,P
360,E00063,Homme,14,2,P,P,P,P
361,E00063,Femme,13,2,A,P,P,P
363,E00064,Femme,3,2,A,P,A,P
364,E00064,Femme,12,2,A,P,A,P
365,E00064,Femme,7,2,P,A,P,A
366,E00064,Femme,11,2,P,P,P,A
367,E00064,Homme,10,2,A,P,P,A
368,E00064,Femme,11,2,P,P,P,P
369,E00064,Homme,11,2,P,P,A,P
370,E00065,Femme,8,2,P,A,P,A
371,E00065,Femme,6,2,A,A,A,P
372,E00065,Femme,0,2,P,P,P,P
373,E00065,Femme,8,2,P,P,A,P
374,E00066,Homme,0,2,P,A,P,P
375,E00066,Homme,16,2,P,P,P,P
372,E00066,Femme,14,2,P,P,P,P
371,E00066,Homme,6,2,P,P,P,P
378,E00067,Homme,18,2,A,P,P,A
359,E00067,Femme,11,2,P,A,P,P
380,E00067,Homme,0,2,A,P,P,P
382,E00068,Homme,0,2,P,P,A,P
383,E00068,Femme,1,2,P,P,P,P
384,E00068,Homme,17,2,P,A,A,P
386,E00068,Homme,4,2,P,A,P,P
387,E00068,Femme,0,2,P,A,P,P
388,E00069,Homme,3,2,P,P,A,P
389,E00069,Femme,30,2,P,P,P,P
390,E00069,Homme,0,2,A,A,A,A
391,E00069,Homme,7,2,P,P,P,P
092,E00070,Femme,14,2,P,P,P,P
793,E00070,Homme,5,2,P,P,P,P
394,E00070,Homme,17,2,P,P,P,P
395,E00070,Homme,8,2,P,P,A,P
396,E00070,Homme,2,2,P,P,P,P
397,E00070,Femme,21,2,P,P,P,P
398,E00070,Femme,6,2,ND,P,P,P
339,E00070,Homme,17,2,P,P,P,P
400,E00070,Homme,5,2,P,P,P,P
401,E00070,Homme,9,2,P,P,P,A
402,E00071,Homme,0,2,P,A,P,A
403,E00071,Homme,2,2,P,A,P,P
404,E00071,Homme,1,2,P,P,P,P
405,E00071,Homme,8,2,A,P,P,A
406,E00072,Homme,0,2,P,P,P,P
407,E00072,Homme,0,2,P,P,P,P
408,E00072,Homme,6,2,P,P,P,P
409,E00072,Femme,14,2,P,P,P,P
410,E00072,Homme,16,2,P,P,P,P
411,E00073,Femme,2,2,A,P,P,A
412,E00073,Femme,8,2,A,A,A,P
413,E00074,Homme,1,2,P,P,P,P
414,E00074,Femme,10,2,P,A,P,P
417,E00074,Femme,5,2,P,P,P,P
418,E00074,Homme,9,2,A,P,A,P
418,E00074,Homme,9,2,P,P,P,P
419,E00074,Homme,6,2,P,P,P,P
420,E00074,Homme,2,2,P,P,P,P
421,E00075,Homme,7,2,P,P,P,P
422,E00075,Homme,20,2,P,P,P,P
423,E00075,Homme,2,2,P,P,P,A
424,E00075,Femme,3,2,P,P,P,P
425,E00075,Homme,10,2,P,P,P,P
426,E00075,Homme,1,2,A,P,P,P
427,E00075,Homme,11,2,P,P,ND,P
428,E00075,Homme,0,2,A,A,P,P
429,E00076,Homme,7,2,P,P,A,P
430,E00076,Femme,2,2,P,P,P,P
431,E00076,Homme,6,2,P,A,P,P
433,E00076,Femme,1,2,A,P,P,P
433,E00077,Homme,7,2,P,P,P,P
135,E00077,Homme,21,2,P,P,P,P
436,E00077,Homme,5,2,P,P,ND,P
437,E00077,Homme,5,2,P,P,P,P
438,E00077,Femme,4,2,P,P,P,P
439,E00077,Femme,18,2,P,P,P,P
440,E00078,Homme,0,2,P,P,P,P
441,E00078,Homme,16,2,ND,P,P,P
442,E00078,Homme,12,2,P,P,A,P
443,E00078,Femme,16,2,P,P,P,A
445,E00078,Homme,1,2,P,P,P,P
495,E00078,Homme,21,2,P,P,P,P
446,E00079,Femme,9,2,ND,ND,P,P
447,E00079,Homme,5,2,P,P,P,P
448,E00079,Homme,12,2,P,A,P,P
449,E00079,Homme,2,2,P,P,P,P
450,E00080,Homme,21,2,P,P,P,A
451,E00080,Homme,9,2,P,P,P,P
452,E00080,Homme,13,2,P,P,P,P
454,E00080,Homme,15,2,ND,P,P,P
055,E00080,Homme,11,2,P,P,P,P
456,E00080,Homme,6,2,P,P,P,P
457,E00081,Homme,14,2,P,P,P,P
458,E00081,Femme,7,2,P,A,P,P
451,E00081,Homme,4,2,P,A,A,P
460,E00081,Femme,6,2,A,P,P,A
461,E00081,Femme,13,2,P,A,A,P
462,E00081,Femme,8,2,P,P,P,P
463,E00081,Homme,7,2,P,P,P,P
464,E00082,Homme,16,2,P,P,P,P
465,E00082,Homme,5,2,A,P,P,P
466,E00083,Homme,11,2,P,P,P,P
467,E00083,Homme,6,2,P,P,P,P
468,E00083,Femme,15,2,A,P,P,P
469,E00083,Homme,1,2,P,P,A,P
470,E00084,Femme,0,2,P,P,P,P
471,E00084,Femme,24,2,P,P,P,P
472,E00084,Homme,4,2,P,P,P,P
473,E00084,Homme,5,2,P,P,P,P
474,E00084,Femme,15,2,A,P,P,P
475,E00084,Homme,7,2,P,P,P,P
476,E00084,Homme,0,2,P,P,P,P
477,E00084,Homme,9,2,P,P,P,P
479,E00084,Homme,9,2,P,A,P,A
480,E00085,Homme,24,2,P,P,P,P
481,E00085,Homme,18,2,P,P,P,P
482,E00086,Homme,16,2,P,P,P,P
483,E00086,Femme,0,2,P,A,P,P
484,E00086,Homme,7,2,A,P,P,A
485,E00086,Homme,9,2,ND,A,A,P
486,E00086,Femme,13,2,P,P,P,A
427,E00086,Homme,0,2,P,ND,P,P
458,E00087,Femme,7,2,P,P,P,P
486,E00087,Homme,2,2,A,A,P,P
490,E00087,Femme,0,2,P,P,P,P
491,E00087,Femme,16,2,P,P,P,P
492,E00087,Femme,5,2,A,P,P,P
493,E00087,Femme,4,2,P,P,A,P
495,E00088,Femme,0,2,ND,P,A,P
499,E00089,Homme,9,2,P,P,P,A
500,E00089,Femme,11,2,A,ND,P,P
551,E00089,Femme,5,2,P,A,P,P
502,E00090,Femme,7,2,P,A,A,A
504,E00090,Femme,0,2,P,P,P,P
505,E00091,Homme,4,2,P,ND,P,P
506,E00091,Femme,4,2,P,P,A,P
507,E00092,Homme,3,2,P,P,P,P
598,E00092,Homme,12,2,P,P,P,P
549,E00092,Femme,1,2,P,P,P,P
510,E00092,Homme,8,2,P,P,P,P
591,E00092,Homme,16,2,P,P,P,P
512,E00092,Homme,5,2,P,P,A,ND
513,E00092,Homme,0,2,P,P,P,P
515,E00092,Femme,11,2,P,P,P,P
516,E00093,Homme,8,2,A,A,A,P
517,E00093,Femme,4,2,P,P,P,P
518,E00093,Homme,24,2,A,P,P,A
519,E00093,Femme,11,2,P,P,P,P
520,E00094,Femme,19,2,A,A,P,A
521,E00094,Homme,7,2,P,P,P,P
523,E00094,Femme,19,2,ND,P,P,P
524,E00095,Homme,0,2,A,P,A,A
525,E00095,Femme,6,2,A,P,P,A
527,E00095,Homme,8,2,P,P,P,A
528,E00095,Homme,5,2,A,P,ND,A
530,E00096,Homme,4,2,P,P,P,P
531,E00096,Homme,0,2,P,P,P,P
532,E00096,Homme,14,2,P,P,ND,P
533,E00096,Femme,16,2,P,P,P,P
534,E00096,Femme,5,2,A,P,P,P
535,E00096,Femme,15,2,P,P,A,P
536,E00096,Femme,21,2,P,A,P,P
537,E00096,Homme,3,2,P,P,P,P
538,E00096,Homme,10,2,P,P,P,P
540,E00096,Femme,10,2,P,A,P,P
541,E00097,Homme,4,2,P,ND,P,P
542,E00097,Homme,7,2,P,P,P,P
243,E00097,Homme,6,2,P,ND,P,P
544,E00097,Homme,14,2,P,P,P,P
545,E00097,Femme,8,2,P,P,P,P
546,E00097,Homme,8,2,P,P,A,P
547,E00097,Homme,4,2,P,A,P,P
548,E00097,Homme,10,2,P,P,P,P
550,E00097,Homme,0,2,A,A,A,A
551,E00097,Homme,5,2,P,P,P,P
552,E00098,Homme,10,2,P,P,P,A
553,E00098,Femme,5,2,P,P,P,P
554,E00098,Femme,8,2,P,P,P,P
555,E00098,Homme,11,2,P,P,P,P
556,E00098,Homme,1,2,P,A,A,A
557,E00098,Homme,2,2,P,P,A,P
558,E00098,Homme,17,2,P,P,P,P
559,E00099,Homme,4,2,P,P,ND,P
660,E00099,Homme,4,2,P,P,P,P
563,E00100,Homme,9,2,P,P,P,P
564,E00100,Homme,11,2,P,P,A,P
565,E00101,Homme,15,2,A,P,A,P
566,E00101,Homme,20,2,P,P,A,P
568,E00101,Homme,8,2,P,A,P,P
569,E00101,Homme,12,2,A,ND,P,P
570,E00101,Femme,10,2,P,P,P,P
571,E00102,Homme,12,2,P,P,P,P
572,E00102,Femme,10,2,P,P,P,P
573,E00102,Homme,5,2,P,P,P,P
574,E00102,Homme,7,2,P,P,P,P
575,E00102,Femme,12,2,P,P,P,P
576,E00102,Femme,14,2,P,P,P,P
578,E00103,Homme,23,2,P,P,P,P
579,E00103,Homme,9,2,P,P,A,P
580,E00103,Homme,3,2,P,P,P,P
581,E00103,Femme,14,2,P,P,P,A
582,E00103,Homme,1,2,P,P,P,A
583,E00103,Femme,13,2,P,P,A,P
584,E00103,Femme,13,2,P,P,A,P
585,E00103,Homme,12,2,P,P,ND,A
586,E00104,Homme,2,2,A,P,P,P
587,E00104,Femme,2,2,P,P,P,P
589,E00104,Homme,1,2,P,P,P,P
590,E00104,Homme,22,2,P,P,P,P
591,E00104,Homme,0,2,P,P,A,P
592,E00104,Homme,0,2,P,P,P,P
593,E00105,Femme,13,2,P,P,P,A
594,E00105,Homme,8,2,P,A,A,A
595,E00105,Femme,11,2,P,A,A,P
596,E00106,Homme,13,2,A,P,A,P
597,E00106,Femme,12,2,P,P,A,P
600,E00106,Femme,13,2,A,P,ND,A
602,E00107,Homme,15,2,A,A,A,A
603,E00107,Homme,10,2,A,ND,P,P
604,E00107,Homme,22,2,A,P,A,P
605,E00108,Femme,9,2,P,P,P,P
607,E00108,Homme,12,2,P,P,P,P
608,E00108,Homme,2,2,P,A,P,P
609,E00108,Femme,13,2,P,A,P,P
410,E00109,Homme,0,2,P,A,P,P
611,E00109,Homme,1,2,A,P,P,A
712,E00109,Femme,14,2,P,P,P,A
413,E00109,Femme,0,2,P,P,P,P
614,E00109,Homme,0,2,P,P,P,P
615,E00109,Femme,2,2,P,P,P,A
616,E00109,Femme,0,2,P,P,P,A
617,E00109,Homme,18,2,P,P,P,P
618,E00109,Femme,18,2,P,P,P,P
640,E00109,Homme,24,2,P,P,P,P
671,E00109,Homme,10,2,P,P,P,A
622,E00109,Femme,17,2,P,P,P,ND
623,E00109,Homme,1,2,P,P,P,P
624,E00110,Homme,5,2,P,P,P,ND
625,E00110,Homme,1,2,P,P,A,A
626,E00110,Homme,10,2,A,P,P,P
627,E00111,Homme,0,2,P,ND,P,P
628,E00111,Homme,9,2,P,P,P,P
629,E00111,Homme,13,2,P,P,P,P
630,E00111,Homme,7,2,P,P,P,P
631,E00111,Homme,8,2,P,P,P,P
632,E00111,Femme,7,2,P,P,P,P
633,E00111,Femme,23,2,P,P,P,P
634,E00111,Femme,1,2,P,P,A,P
635,E00111,Homme,17,2,A,P,A,A
636,E00111,Femme,20,2,P,P,P,P
637,E00111,Femme,2,2,P,P,P,P
638,E00111,Homme,16,2,P,P,P,P
639,E00111,Femme,8,2,P,P,P,P
640,E00112,Femme,6,2,P,P,P,P
641,E00112,Homme,9,2,A,P,P,P
602,E00112,Homme,10,2,A,P,P,A
643,E00112,Homme,19,2,P,P,P,P
144,E00112,Homme,11,2,P,P,P,P
645,E00112,Femme,11,2,P,P,P,P
647,E00112,Femme,2,2,P,ND,P,P
648,E00113,Femme,3,2,P,P,A,P
649,E00113,Femme,18,2,P,P,P,P
650,E00113,Femme,16,2,P,P,P,A
651,E00113,Femme,0,2,A,P,P,P
652,E00113,Homme,4,2,ND,A,P,P
653,E00113,Femme,6,2,P,A,P,P
654,E00113,Homme,13,2,P,P,P,P
655,E00113,Homme,13,2,P,P,P,P
656,E00114,Femme,0,2,A,P,A,A
657,E00114,Femme,7,2,P,ND,A,A
658,E00114,Femme,23,2,A,ND,P,P
661,E00114,Homme,3,2,P,A,P,A
662,E00114,Homme,0,2,P,A,A,P
663,E00114,Homme,7,2,P,A,P,P
664,E00115,Homme,16,2,P,P,P,P
665,E00115,Homme,8,2,P,P,P,A
666,E00115,Homme,10,2,P,P,P,P
627,E00115,Homme,4,2,P,P,P,P
668,E00115,Homme,3,2,P,P,P,P
669,E00115,Femme,2,2,P,P,P,A
672,E00116,Homme,3,2,P,P,P,P
673,E00116,Homme,14,2,P,P,P,P
675,E00116,Femme,10,2,P,P,P,P
676,E00117,Femme,25,2,P,A,A,A
677,E00118,Homme,22,2,P,P,P,P
678,E00118,Homme,5,2,P,P,P,ND
679,E00118,Homme,15,2,P,P,P,ND
680,E00119,Homme,13,2,P,A,A,P
681,E00119,Homme,5,2,P,P,P,P
682,E00119,Homme,14,2,P,P,P,A
683,E00119,Homme,9,2,A,P,ND,ND
684,E00120,Homme,5,2,P,P,P,P
685,E00120,Femme,12,2,P,P,P,ND
686,E00120,Homme,0,2,P,P,P,P
687,E00120,Homme,3,2,P,P,P,P
688,E00120,Homme,7,2,P,P,P,P
689,E00120,Femme,23,2,P,P,P,A
690,E00120,Homme,10,2,P,P,P,P
691,E00121,Femme,4,2,P,P,A,A
692,E00121,Homme,4,2,P,P,P,A
693,E00121,Femme,15,2,P,P,P,P
