id_saisi,ecole_id,genre_saisi,anciennete,vague,visite1,visite2,visite3,visite4
T-000251,E00048,1,13,3,1,1,1,1
T-000252,E00048,1,10,3,1,1,1,1
T-000253,E00048,2,11,3,1,1,0,1
T-000254,E00048,1,0,3,1,0,NA,1
T-000255,E00048,2,22,3,1,0,NA,1
T-000256,E00048,2,20,3,0,1,1,1
T-000257,E00048,2,11,3,1,1,1,1
T-000258,E00049,2,15,3,0,1,0,1
T-000259,E00049,1,1,3,1,0,1,1
T-000260,E00049,2,14,3,1,1,0,1
T-000261,E00049,2,10,3,1,1,1,1
T-000362,E00049,2,13,3,1,0,1,1
T-000263,E00050,2,12,3,1,1,1,1
T-000264,E00050,2,14,3,1,1,0,1
T7000265,E00050,2,22,3,1,0,1,0
T-000266,E00050,2,1,3,1,0,1,1
T-000267,E00050,2,0,3,1,1,1,1
T-000268,E00050,1,15,3,1,1,1,1
T5000269,E00050,2,4,3,1,1,1,1
T-000271,E00050,1,11,3,1,1,1,1
T-000272,E00051,2,14,3,1,1,0,1
T-000273,E00051,1,12,3,1,1,1,1
T-090274,E00051,2,7,3,0,1,1,0
T-000275,E00051,1,7,3,0,0,0,1
T-000277,E00052,1,20,3,1,1,1,1
T-000279,E00052,1,3,3,1,NA,1,1
T-000284,E00052,2,2,3,1,NA,1,1
T-000281,E00052,2,18,3,1,1,1,1
T-000282,E00052,2,18,3,1,1,1,1
T-000283,E00052,2,12,3,1,1,1,NA
T-000284,E00052,2,16,3,1,1,1,1
T-000285,E00052,1,13,3,1,1,1,1
T-020286,E00052,1,8,3,1,0,1,1
T-000287,E00053,2,0,3,0,1,1,1
T-000288,E00053,2,7,3,1,1,1,1
T-000289,E00053,2,7,3,1,1,1,1
T-000290,E00053,2,8,3,1,1,1,1
T-000291,E00053,2,7,3,1,1,1,NA
T-000292,E00053,2,6,3,0,1,1,1
T-000292,E00053,2,5,3,1,1,1,1
5-000294,E00053,2,17,3,1,1,1,1
T-000295,E00054,2,0,3,1,1,0,1
T-000296,E00054,1,8,3,1,1,0,0
T-000297,E00054,2,12,3,0,1,0,1
T-000298,E00054,2,0,3,1,1,1,1
T-000299,E00054,2,6,3,1,1,1,1
T-000300,E00054,1,7,3,1,1,1,1
T-000301,E00054,2,10,3,1,1,1,1
T-000302,E00054,2,13,3,1,1,NA,1
T-000303,E00054,2,12,3,1,1,1,1
T-000304,E00054,2,1,3,1,1,1,1
T-000305,E00054,1,8,3,1,1,0,0
T-000306,E00054,1,9,3,1,1,1,1
T-000307,E00055,1,16,3,1,1,1,1
T-000308,E00055,2,12,3,0,0,1,1
T-000310,E00055,2,16,3,1,1,1,1
T-000311,E00055,2,17,3,1,1,1,0
T-000312,E00055,2,10,3,1,1,1,1
T-000314,E00055,1,8,3,1,1,1,1
T-000316,E00056,2,11,3,1,1,1,0
T-500317,E00056,2,13,3,1,1,1,1
T-000318,E00056,2,4,3,1,1,1,1
T-000319,E00056,2,2,3,1,1,0,1
T-000320,E00057,1,5,3,1,1,0,1
T-000323,E00057,1,20,3,1,1,1,1
T-000324,E00057,1,22,3,1,1,1,0
T-000325,E00058,2,14,3,NA,1,0,1
T-000326,E00058,1,15,3,1,1,1,1
T-000327,E00058,1,5,3,1,1,1,1
T-000328,E00058,1,4,3,1,1,1,1
T-000329,E00058,2,10,3,1,1,1,1
T-000330,E00058,1,18,3,1,1,1,1
T-000331,E00058,2,3,3,1,NA,1,1
T-000332,E00058,2,12,3,1,1,1,1
T-000333,E00059,2,6,3,1,1,1,1
T-000334,E00059,1,1,3,1,0,1,1
T-000335,E00059,2,15,3,1,1,1,1
T-000336,E00059,1,0,3,1,NA,1,1
T-000738,E00059,2,13,3,1,1,1,1
T-000339,E00059,2,8,3,1,1,NA,1
T-000340,E00059,2,6,3,1,1,1,1
T-000341,E00059,2,0,3,1,1,1,1
T-000342,E00059,1,9,3,1,1,1,1
8-000343,E00060,2,7,3,0,1,1,0
T-000344,E00060,1,12,3,0,1,0,1
T-000345,E00060,2,11,3,NA,1,1,0
T-000346,E00060,2,13,3,1,1,1,0
T-000347,E00060,2,4,3,1,1,0,0
T-000348,E00060,1,10,3,0,0,1,0
T-000349,E00061,2,10,3,1,1,1,NA
T-000351,E00061,2,16,3,1,1,1,0
T-000353,E00061,1,0,3,NA,1,1,1
T-000354,E00062,2,15,3,1,1,0,1
T-000356,E00062,2,12,3,1,1,1,0
T-000357,E00062,2,0,3,1,0,1,1
T-000358,E00062,1,3,3,1,1,1,1
T-000360,E00063,2,14,3,1,1,0,0
T-000361,E00063,1,13,3,0,1,1,0
T-000363,E00064,1,3,3,0,0,1,0
T-000365,E00064,1,7,3,0,0,0,1
T-000366,E00064,1,11,3,1,1,1,0
T-000367,E00064,2,10,3,1,0,1,NA
T-000368,E00064,1,11,3,0,1,0,0
T-000369,E00064,2,11,3,1,1,1,1
T-000370,E00065,1,8,3,1,0,1,0
T-000371,E00065,1,6,3,0,1,0,0
T-000372,E00065,1,0,3,1,1,1,1
T-000373,E00065,1,8,3,1,1,1,1
T-000374,E00066,2,0,3,1,1,1,1
T-000375,E00066,2,16,3,1,NA,1,1
T-000376,E00066,1,14,3,1,1,NA,1
T-000377,E00066,2,6,3,1,1,1,0
T-000379,E00067,1,11,3,1,1,1,1
T-009380,E00067,2,0,3,1,1,1,1
T-000382,E00068,2,0,3,1,1,1,1
T-000383,E00068,1,1,3,1,1,0,1
T-000384,E00068,2,17,3,1,1,1,1
T-000386,E00068,2,4,3,1,0,1,1
T-000387,E00068,1,0,3,1,1,0,1
T-000388,E00069,2,3,3,1,1,1,1
T-000389,E00069,1,30,3,1,1,1,0
T-000390,E00069,2,0,3,1,1,0,0
T-000391,E00069,2,7,3,1,1,1,1
T-000392,E00070,1,14,3,1,1,NA,1
T-000393,E00070,2,5,3,1,1,1,1
T-000394,E00070,2,17,3,NA,1,1,1
T-000395,E00070,2,8,3,1,0,1,1
T-000396,E00070,2,2,3,1,NA,1,1
T-000397,E00070,1,21,3,NA,1,1,1
T-000398,E00070,1,6,3,0,1,1,1
T-010399,E00070,2,17,3,0,1,1,1
T-000400,E00070,2,5,3,1,1,1,0
T-000501,E00070,2,9,3,1,1,1,1
T-000402,E00071,2,0,3,1,1,0,1
T-000403,E00071,2,2,3,1,NA,1,0
T-000404,E00071,2,1,3,1,1,1,NA
T-000405,E00071,2,8,3,1,1,0,1
T-000406,E00072,2,0,3,1,1,1,1
T-000407,E00072,2,0,3,1,1,1,1
T-000408,E00072,2,6,3,1,1,1,1
T8000409,E00072,1,14,3,1,1,1,1
T-000410,E00072,2,16,3,0,1,1,1
T-000411,E00073,1,2,3,1,1,1,1
T-000412,E00073,1,8,3,NA,1,1,1
T-000413,E00074,2,1,3,1,1,0,1
T-500414,E00074,1,10,3,1,0,1,0
T-000416,E00074,1,5,3,1,1,1,1
T-000417,E00074,2,9,3,1,1,1,1
T-000418,E00074,2,9,3,1,0,1,1
T-000419,E00074,2,6,3,1,1,0,1
T-000420,E00074,2,2,3,1,1,1,1
T-000421,E00075,2,7,3,1,1,1,1
T-000422,E00075,2,20,3,1,1,1,1
T-000424,E00075,1,3,3,0,1,1,NA
T-000425,E00075,2,10,3,1,0,0,1
T-000426,E00075,2,1,3,NA,0,1,1
T-000427,E00075,2,11,3,1,1,1,1
T-000428,E00075,2,0,3,1,1,1,1
T-000429,E00076,2,7,3,1,1,1,1
T-000430,E00076,1,2,3,1,1,1,1
T-000431,E00076,2,6,3,1,1,1,1
T-000432,E00076,1,1,3,1,1,1,1
T-000433,E00077,2,7,3,1,1,1,1
T-000435,E00077,2,21,3,1,1,1,1
T-000437,E00077,2,5,3,1,1,1,1
T-000438,E00077,1,4,3,1,1,1,1
T-200439,E00077,1,18,3,1,NA,1,1
T-000440,E00078,2,0,3,NA,1,1,0
T-000442,E00078,2,12,3,1,1,1,0
T-000443,E00078,1,16,3,1,0,1,1
T-000444,E00078,2,1,3,1,1,1,0
T-000445,E00078,2,21,3,1,1,1,1
T-000446,E00079,1,9,3,1,1,1,1
T-000447,E00079,2,5,3,1,1,1,0
T-000448,E00079,2,12,3,1,0,0,1
T-000449,E00079,2,2,3,1,1,1,1
T-000450,E00080,2,21,3,1,1,NA,1
T-000451,E00080,2,9,3,1,1,1,1
T-000452,E00080,2,13,3,1,1,1,0
T-000454,E00080,2,15,3,1,1,1,1
T-000455,E00080,2,11,3,1,1,1,1
T-000456,E00080,2,6,3,1,1,1,1
T-000457,E00081,2,14,3,1,1,0,1
T-000458,E00081,1,7,3,1,1,0,1
T-000459,E00081,2,4,3,1,1,1,1
T-000460,E00081,1,6,3,1,1,NA,1
T-000461,E00081,1,13,3,NA,1,1,1
T-000462,E00081,1,8,3,1,0,1,1
T-000464,E00082,2,16,3,0,1,1,0
T-000465,E00082,2,5,3,0,1,1,1
T-000466,E00083,2,11,3,1,1,1,1
T-000467,E00083,2,6,3,0,1,1,1
T-000468,E00083,1,15,3,1,1,1,1
9-000469,E00083,2,1,3,1,1,1,1
T-000470,E00084,1,0,3,1,1,0,0
T-000471,E00084,1,24,3,0,1,1,1
T-000472,E00084,2,4,3,1,1,1,1
T-000473,E00084,2,5,3,1,1,1,1
T-000474,E00084,1,15,3,1,1,1,1
T-000475,E00084,2,7,3,1,1,1,1
T-000476,E00084,2,0,3,0,1,1,1
T-000477,E00084,2,9,3,1,1,1,1
T-000479,E00084,2,9,3,1,1,1,1
T-000480,E00085,2,24,3,0,1,0,1
T-000481,E00085,2,18,3,1,1,1,0
T-000482,E00086,2,16,3,1,1,1,1
T-000483,E00086,1,0,3,1,1,1,1
T-000484,E00086,2,7,3,1,1,1,1
T-000485,E00086,2,9,3,0,1,1,1
T-000486,E00086,1,13,3,1,1,1,1
T-000487,E00086,2,0,3,1,1,1,1
T-000488,E00087,1,7,3,1,1,1,NA
T-000490,E00087,1,0,3,1,1,0,1
T-000491,E00087,1,16,3,1,1,1,1
T-000492,E00087,1,5,3,0,1,0,0
T-600493,E00087,1,4,3,1,1,1,1
T-000455,E00088,1,0,3,0,1,0,1
T-100499,E00089,2,9,3,1,0,1,1
T-000500,E00089,1,11,3,1,1,1,1
T-000501,E00089,1,5,3,1,1,1,1
T-000502,E00090,1,7,3,0,0,1,0
T-000504,E00090,1,0,3,1,NA,0,1
T-000505,E00091,2,4,3,1,1,1,1
T-000506,E00091,1,4,3,1,1,1,1
T-000507,E00092,2,3,3,1,1,1,1
T-000508,E00092,2,12,3,1,1,NA,0
3-000509,E00092,1,1,3,1,1,1,1
T-000511,E00092,2,16,3,1,1,1,1
T-000512,E00092,2,5,3,1,1,1,1
T-000513,E00092,2,0,3,1,0,1,1
T-000515,E00092,1,11,3,1,1,1,1
T-000516,E00093,2,8,3,0,1,0,1
T-000517,E00093,1,4,3,1,1,1,0
4-000518,E00093,2,24,3,1,1,1,1
T-000519,E00093,1,11,3,0,0,1,1
T-000520,E00094,1,19,3,1,0,0,0
T-000521,E00094,2,7,3,1,1,0,0
T-000523,E00094,1,19,3,1,1,1,1
T-000524,E00095,2,0,3,1,1,1,1
T-000525,E00095,1,6,3,0,1,1,0
T-000527,E00095,2,8,3,0,1,1,1
T-000528,E00095,2,5,3,0,1,0,0
T-000530,E00096,2,4,3,NA,0,1,1
T-000531,E00096,2,0,3,1,1,1,1
T-000533,E00096,1,16,3,1,1,1,NA
T-000534,E00096,1,5,3,0,1,1,1
T-000535,E00096,1,15,3,1,1,1,1
T-000536,E00096,1,21,3,1,1,1,1
T-000537,E00096,2,3,3,1,1,1,1
T-000538,E00096,2,10,3,1,1,1,1
T-000540,E00096,1,10,3,1,1,1,1
T-000541,E00097,2,4,3,1,1,1,1
T-000542,E00097,2,7,3,1,1,1,1
T-000543,E00097,2,6,3,1,0,1,1
T-000544,E00097,2,14,3,1,1,1,1
T-000545,E00097,1,8,3,0,1,1,1
T-000546,E00097,2,8,3,1,1,1,0
T-000547,E00097,2,4,3,1,1,1,1
T-000548,E00097,2,10,3,1,1,1,0
T-000550,E00097,2,0,3,1,1,1,0
T-000551,E00097,2,5,3,1,1,0,1
T-000552,E00098,2,10,3,0,1,1,1
T-000553,E00098,1,5,3,1,1,1,1
T-000554,E00098,1,8,3,1,1,1,1
T-000555,E00098,2,11,3,1,1,1,1
T-000556,E00098,2,1,3,1,1,1,1
T-000557,E00098,2,2,3,1,1,1,1
T-000559,E00099,2,4,3,0,0,1,1
T-000560,E00099,2,4,3,0,0,1,0
T-000563,E00100,2,9,3,1,1,1,1
T-000564,E00100,2,11,3,1,1,1,1
T-000565,E00101,2,15,3,1,1,0,1
T-000566,E00101,2,20,3,1,1,1,NA
T-000568,E00101,2,8,3,1,1,1,1
T-000569,E00101,2,12,3,1,1,1,0
T-000570,E00101,1,10,3,1,1,1,1
T-000571,E00102,2,12,3,1,1,1,1
T-000572,E00102,1,10,3,1,1,0,1
T-000573,E00102,2,5,3,1,1,1,1
T-000574,E00102,2,7,3,1,0,1,1
T-000575,E00102,1,12,3,1,1,1,1
T-000576,E00102,1,14,3,1,1,1,1
T-000578,E00103,2,23,3,1,0,1,1
T-000579,E00103,2,9,3,1,1,1,NA
T-000580,E00103,2,3,3,1,1,1,0
T-000581,E00103,1,14,3,1,1,1,1
T-000582,E00103,2,1,3,1,1,1,1
T-000383,E00103,1,13,3,0,0,0,0
T-000584,E00103,1,13,3,1,1,NA,1
T-000585,E00103,2,12,3,1,1,1,1
T-000586,E00104,2,2,3,1,1,1,0
T-000587,E00104,1,2,3,1,1,NA,1
T-000589,E00104,2,1,3,1,0,1,0
T-000590,E00104,2,22,3,0,1,1,1
T-000591,E00104,2,0,3,1,0,1,1
T-004592,E00104,2,0,3,1,1,1,1
T-000593,E00105,1,13,3,0,0,NA,0
T-000594,E00105,2,8,3,0,0,1,0
T-000595,E00105,1,11,3,1,0,1,1
T-000596,E00106,2,13,3,0,0,1,0
T-000597,E00106,1,12,3,1,0,NA,1
T-000600,E00106,1,13,3,1,1,0,1
1-000602,E00107,2,15,3,1,1,0,0
T-000603,E00107,2,10,3,0,1,1,1
T-000605,E00108,1,9,3,1,1,1,1
T-000607,E00108,2,12,3,1,1,1,1
T-000608,E00108,2,2,3,1,1,1,1
T-000609,E00108,1,13,3,0,1,1,1
T-000610,E00109,2,0,3,1,1,1,1
T-000611,E00109,2,1,3,1,1,1,1
T-000612,E00109,1,14,3,1,1,1,1
T-000613,E00109,1,0,3,1,1,1,1
T-000614,E00109,2,0,3,1,1,1,1
T-000615,E00109,1,2,3,1,1,NA,1
T-000616,E00109,1,0,3,1,1,1,1
T-000617,E00109,2,18,3,1,1,1,1
7-000618,E00109,1,18,3,1,1,1,1
T-000620,E00109,2,24,3,1,1,1,NA
T-000621,E00109,2,10,3,1,1,1,0
T-000622,E00109,1,17,3,1,1,1,1
T-000623,E00109,2,1,3,1,1,1,0
T-000624,E00110,2,5,3,0,1,1,0
T-000625,E00110,2,1,3,1,1,0,1
T-000626,E00110,2,10,3,1,1,1,1
T-000627,E00111,2,0,3,1,1,1,1
T-000628,E00111,2,9,3,1,1,1,1
T-005629,E00111,2,13,3,1,1,1,1
T-000630,E00111,2,7,3,1,1,1,1
T-000631,E00111,2,8,3,1,1,1,1
T-000632,E00111,1,7,3,1,0,0,1
T-000633,E00111,1,23,3,1,1,1,1
T-000634,E00111,1,1,3,0,1,0,0
T-000636,E00111,1,20,3,1,1,1,1
T-000637,E00111,1,2,3,1,1,1,1
T-000638,E00111,2,16,3,1,1,1,1
T-000639,E00111,1,8,3,1,1,1,1
T-000640,E00112,1,6,3,1,1,1,1
T-007641,E00112,2,9,3,1,1,1,1
T-000642,E00112,2,10,3,1,1,1,0
T-000643,E00112,2,19,3,0,1,1,1
T-000644,E00112,2,11,3,1,1,0,1
T-000645,E00112,1,11,3,1,1,1,1
T-000647,E00112,1,2,3,1,1,1,1
T-000649,E00113,1,18,3,1,1,1,1
T-000650,E00113,1,16,3,1,0,0,1
T-000651,E00113,1,0,3,1,1,1,0
T-000652,E00113,2,4,3,1,1,1,0
T-000653,E00113,1,6,3,1,0,0,0
T-000654,E00113,2,13,3,1,1,1,1
T-000655,E00113,2,13,3,0,1,NA,1
T-000658,E00114,1,23,3,1,0,1,1
T-000662,E00114,2,0,3,1,1,1,1
T-000663,E00114,2,7,3,1,1,0,0
T-000664,E00115,2,16,3,1,1,1,1
T-000665,E00115,2,8,3,0,1,1,1
T-000666,E00115,2,10,3,1,1,1,1
T5000667,E00115,2,4,3,0,1,1,1
T-000668,E00115,2,3,3,1,1,0,1
T-000669,E00115,1,2,3,1,1,1,1
T-000672,E00116,2,3,3,1,1,NA,0
T-000673,E00116,2,14,3,0,1,0,1
T-000675,E00116,1,10,3,1,1,1,1
T-500677,E00118,2,22,3,1,1,1,1
T-000678,E00118,2,5,3,0,1,1,1
T-000679,E00118,2,15,3,1,1,1,0
T-000680,E00119,2,13,3,1,1,NA,1
T-000781,E00119,2,5,3,1,1,1,1
T-200682,E00119,2,14,3,1,1,1,1
T-000683,E00119,2,9,3,1,1,1,1
T-000684,E00120,2,5,3,1,1,1,1
T-002685,E00120,1,12,3,1,1,1,1
T-000686,E00120,2,0,3,1,0,1,1
T-000687,E00120,2,3,3,1,1,1,1
T-000688,E00120,2,7,3,1,1,1,1
T-000690,E00120,2,10,3,1,1,1,1
T-000693,E00121,1,15,3,1,1,1,1
T-000694,E00121,1,1,3,1,1,1,1
T-000695,E00121,2,5,3,1,1,1,1
T-000696,E00121,2,11,3,1,1,1,1
T6000697,E00121,2,10,3,1,1,1,1
T-000699,E00122,1,7,3,1,1,1,1
T-000700,E00122,2,24,3,1,1,1,1
T-000701,E00122,2,6,3,1,1,1,1
T-006702,E00122,2,9,3,1,0,1,1
T-000704,E00122,1,2,3,1,1,1,1
T-000706,E00123,2,10,3,0,0,1,1
T-000708,E00124,1,3,3,1,1,1,1
T-000709,E00124,2,21,3,1,1,1,1
