id,ia_id,g_ia,topic,topic_label,sentiment
V0249,IA12,0.8036427494500231,7,7_restent_rapide_faute_vacants,-0.5
V0250,IA08,-0.5589055756131087,11,11_souvent_rentrée_trop_tard,-0.5
V0251,IA06,-0.0988681852641089,1,1_traitées_rapidement_désormais_par,0.5
V0252,IA08,-0.5589055756131087,10,10_assurés_absents_temps_ne,-0.5
V0253,IA01,1.1358119908378483,11,11_souvent_rentrée_trop_tard,-0.5
V0254,IA12,0.8036427494500231,3,3_retard_sans_notable_organisés,0.5
V0255,IA15,-0.5128143979953421,11,11_souvent_rentrée_trop_tard,-0.5
V0256,IA12,0.8036427494500231,6,6_réactif_suivi_transparent_vacants,0.5
V0257,IA14,0.361886464303974,4,4_on_claires_sur_informations,0.0
V0258,IA11,0.5436260064330518,1,1_traitées_rapidement_désormais_par,0.5
V0259,IA03,0.4625650775900469,0,0_anticipées_expliquées_affectation_décisions,0.5
V0260,IA05,-1.961883486465059,9,9_lente_lisible_peu_avec,-0.5
V0261,IA02,-0.6770804424361538,6,6_réactif_suivi_transparent_vacants,0.5
V0262,IA15,-0.5128143979953421,10,10_assurés_absents_temps_ne,-0.5
V0263,IA10,-1.7249192939776967,0,0_anticipées_expliquées_affectation_décisions,0.5
V0264,IA09,1.508379536169013,5,5_nettement_ief_année_cette,0.5
V0265,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0266,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0267,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0268,IA15,-0.5128143979953421,6,6_réactif_suivi_transparent_vacants,0.5
V0269,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0270,IA14,0.361886464303974,1,1_traitées_rapidement_désormais_par,0.5
V0271,IA15,-0.5128143979953421,0,0_anticipées_expliquées_affectation_décisions,0.5
V0272,IA11,0.5436260064330518,5,5_nettement_ief_année_cette,0.5
V0273,IA14,0.361886464303974,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0274,IA09,1.508379536169013,5,5_nettement_ief_année_cette,0.5
V0275,IA09,1.508379536169013,2,2_fluide_façon_se_fait,0.5
V0276,IA04,1.050436228132796,3,3_retard_sans_notable_organisés,0.5
V0277,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0278,IA01,1.1358119908378483,1,1_traitées_rapidement_désormais_par,0.5
V0279,IA09,1.508379536169013,1,1_traitées_rapidement_désormais_par,0.5
V0280,IA08,-0.5589055756131087,3,3_retard_sans_notable_organisés,0.5
V0281,IA07,0.7594385270695994,11,11_souvent_rentrée_trop_tard,-0.5
V0282,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0283,IA01,1.1358119908378483,9,9_lente_lisible_peu_avec,-0.5
V0284,IA03,0.4625650775900469,6,6_réactif_suivi_transparent_vacants,0.5
V0285,IA02,-0.6770804424361538,4,4_on_claires_sur_informations,0.0
V0286,IA15,-0.5128143979953421,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0287,IA10,-1.7249192939776967,6,6_réactif_suivi_transparent_vacants,0.5
V0288,IA13,-0.5950300302811243,11,11_souvent_rentrée_trop_tard,-0.5
V0289,IA10,-1.7249192939776967,5,5_nettement_ief_année_cette,0.5
V0290,IA08,-0.5589055756131087,1,1_traitées_rapidement_désormais_par,0.5
V0291,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0292,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0293,IA01,1.1358119908378483,1,1_traitées_rapidement_désormais_par,0.5
V0294,IA13,-0.5950300302811243,3,3_retard_sans_notable_organisés,0.5
V0295,IA07,0.7594385270695994,0,0_anticipées_expliquées_affectation_décisions,0.5
V0296,IA08,-0.5589055756131087,0,0_anticipées_expliquées_affectation_décisions,0.5
V0297,IA13,-0.5950300302811243,9,9_lente_lisible_peu_avec,-0.5
V0298,IA12,0.8036427494500231,2,2_fluide_façon_se_fait,0.5
V0299,IA06,-0.0988681852641089,3,3_retard_sans_notable_organisés,0.5
V0300,IA11,0.5436260064330518,5,5_nettement_ief_année_cette,0.5
V0301,IA08,-0.5589055756131087,9,9_lente_lisible_peu_avec,-0.5
V0302,IA08,-0.5589055756131087,1,1_traitées_rapidement_désormais_par,0.5
V0303,IA11,0.5436260064330518,6,6_réactif_suivi_transparent_vacants,0.5
V0304,IA09,1.508379536169013,6,6_réactif_suivi_transparent_vacants,0.5
V0305,IA08,-0.5589055756131087,11,11_souvent_rentrée_trop_tard,-0.5
V0306,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
V0307,IA10,-1.7249192939776967,9,9_lente_lisible_peu_avec,-0.5
V0308,IA08,-0.5589055756131087,2,2_fluide_façon_se_fait,0.5
V0309,IA11,0.5436260064330518,5,5_nettement_ief_année_cette,0.5
V0310,IA08,-0.5589055756131087,10,10_assurés_absents_temps_ne,-0.5
V0311,IA14,0.361886464303974,2,2_fluide_façon_se_fait,0.5
V0312,IA02,-0.6770804424361538,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0313,IA13,-0.5950300302811243,2,2_fluide_façon_se_fait,0.5
V0314,IA03,0.4625650775900469,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0315,IA11,0.5436260064330518,4,4_on_claires_sur_informations,0.0
V0316,IA12,0.8036427494500231,5,5_nettement_ief_année_cette,0.5
V0317,IA11,0.5436260064330518,9,9_lente_lisible_peu_avec,-0.5
V0318,IA03,0.4625650775900469,9,9_lente_lisible_peu_avec,-0.5
V0319,IA14,0.361886464303974,10,10_assurés_absents_temps_ne,-0.5
V0320,IA06,-0.0988681852641089,4,4_on_claires_sur_informations,0.0
V0321,IA13,-0.5950300302811243,7,7_restent_rapide_faute_vacants,-0.5
V0322,IA10,-1.7249192939776967,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0323,IA03,0.4625650775900469,2,2_fluide_façon_se_fait,0.5
V0324,IA05,-1.961883486465059,6,6_réactif_suivi_transparent_vacants,0.5
V0325,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0326,IA06,-0.0988681852641089,9,9_lente_lisible_peu_avec,-0.5
V0327,IA05,-1.961883486465059,4,4_on_claires_sur_informations,0.0
V0328,IA04,1.050436228132796,3,3_retard_sans_notable_organisés,0.5
V0329,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0330,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0331,IA02,-0.6770804424361538,1,1_traitées_rapidement_désormais_par,0.5
V0332,IA16,-0.4962851679537585,4,4_on_claires_sur_informations,0.0
V0333,IA10,-1.7249192939776967,11,11_souvent_rentrée_trop_tard,-0.5
V0334,IA11,0.5436260064330518,3,3_retard_sans_notable_organisés,0.5
V0335,IA09,1.508379536169013,5,5_nettement_ief_année_cette,0.5
V0336,IA07,0.7594385270695994,5,5_nettement_ief_année_cette,0.5
V0337,IA09,1.508379536169013,3,3_retard_sans_notable_organisés,0.5
V0338,IA14,0.361886464303974,5,5_nettement_ief_année_cette,0.5
V0339,IA16,-0.4962851679537585,9,9_lente_lisible_peu_avec,-0.5
V0340,IA11,0.5436260064330518,0,0_anticipées_expliquées_affectation_décisions,0.5
V0341,IA03,0.4625650775900469,12,12_procédures_bloqué_interminables_maîtres,-0.5
V0342,IA11,0.5436260064330518,8,8_mois_plusieurs_pourvus_ouverts,-0.5
V0343,IA15,-0.5128143979953421,1,1_traitées_rapidement_désormais_par,0.5
V0344,IA04,1.050436228132796,2,2_fluide_façon_se_fait,0.5
V0345,IA06,-0.0988681852641089,2,2_fluide_façon_se_fait,0.5
V0346,IA01,1.1358119908378483,0,0_anticipées_expliquées_affectation_décisions,0.5
V0347,IA06,-0.0988681852641089,9,9_lente_lisible_peu_avec,-0.5
V0348,IA04,1.050436228132796,0,0_anticipées_expliquées_affectation_décisions,0.5
