eleve_id,atteint_seuil,theta_hat,milieu,langue_maison,genre,handicap,reform,g_ia,remoteness_s,ptr,att_school
S00044,0,-0.010317780038212666,urbain,wolof,F,0,1,1.508379536169013,0.4493789397980702,29.729154561003913,0.8587090567759078
S00045,0,-1.043867685862606,rural,français,F,0,0,-1.961883486465059,0.28360749852707773,50.74898851839103,0.6270103439111975
S00046,0,-1.3403537680533855,urbain,français,H,0,0,-1.961883486465059,0.22131999341551223,53.201373197533165,0.6409074780775559
S00047,1,0.45122429090916083,rural,autre,H,0,0,1.050436228132796,0.05463444857868534,31.244757837999092,0.8895546723824249
S00048,1,0.9696805669316505,rural,autre,F,0,1,-0.6770804424361538,0.1273963315080755,34.28872524074527,0.7794873696892797
S00049,1,1.6139073813788578,urbain,autre,F,0,0,1.1358119908378483,0,38.18255249415428,0.9344098049874596
S00050,0,-0.32346987025045393,urbain,français,F,0,1,-0.6770804424361538,0.08332851927269808,41.77376122017218,0.774757537334232
S00051,1,1.4028963591240062,rural,wolof,F,0,0,-0.09886818526410894,0.3570037853181537,50.15007584031891,0.8029831900535003
S00052,0,-1.8275421569609573,rural,autre,H,0,1,0.5436260064330518,0.6442210778215918,38.1062700181156,0.7708041048029568
S00053,1,0.6122180253525676,rural,français,H,0,1,1.508379536169013,0.45344772802413463,27.83192871208576,0.8806752392601351
S00054,1,0.2787885060177373,rural,français,F,0,0,0.361886464303974,0.6339757114947071,51.57689653741511,0.78546634713429
S00055,0,-0.3808998953015682,urbain,wolof,H,0,1,1.508379536169013,0.49311920824176186,33.12344409859635,0.872647373221816
S00056,1,0.8195134214991807,urbain,wolof,F,0,0,1.050436228132796,0.08489304563735717,42.115598017865544,0.9249514913375376
S00057,1,6.961276272267274e-4,urbain,wolof,F,1,1,0.5436260064330518,0.5446495129827179,37.48911422489989,0.8011604389250387
S00058,1,0.33082080424322313,urbain,wolof,H,0,0,0.4625650775900469,0.0094723395166836,48.26197306773243,0.8594775102806135
S00059,0,-0.8900719258841198,urbain,français,F,0,1,-0.5128143979953421,0.6539169886495473,51.91905028677418,0.6031200216241953
S00060,0,-0.35197359192005623,urbain,autre,H,0,0,1.050436228132796,0.06153838394641137,30.866185121525326,0.8886816680056123
S00061,0,-0.8483102990551511,urbain,français,F,0,0,0.361886464303974,0.6599538855270614,65.33193355096869,0.6842921233938523
S00062,1,0.5472368145500927,urbain,français,F,0,0,1.050436228132796,0.1223905434211006,35.90917805177576,0.9089858312448256
S00063,0,-0.991782250002374,rural,wolof,F,0,1,1.508379536169013,0.31679415578253944,30.290592516497615,0.9179523369546492
S00064,0,-0.01051191610518614,urbain,français,H,0,0,1.1358119908378483,0.01938131513768611,35.290413849086455,0.8866033764418076
S00065,1,0.9402543959845757,urbain,français,H,0,0,0.7594385270695994,0.30366452953099243,43.97502180472095,0.8160148611657174
S00066,0,-0.5956024165349648,rural,autre,H,1,1,0.5436260064330518,0.4545633629081942,40.05055628525654,0.7858530591603688
S00067,0,-0.32609799338459783,urbain,wolof,H,1,0,1.1358119908378483,0.05211217717435938,30.848762448448188,0.8918279586874283
S00068,1,0.6400108120371814,urbain,français,F,0,0,1.050436228132796,0.202780893208644,35.86923064333383,0.8538729690265794
S00069,1,0.43394022637262275,urbain,wolof,F,1,0,1.1358119908378483,0.03370998270814698,34.932222528771455,0.8931177061016025
S00070,0,-1.1880419642276454,urbain,wolof,F,0,0,-0.09886818526410894,0.4109151739031436,43.10536048407572,0.760945809849208
S00071,1,0.7198567482477911,urbain,français,F,0,0,1.1358119908378483,0.0122530388893069,34.23699428359266,0.9085883639370608
S00072,1,1.7042898304551601,urbain,wolof,H,0,0,0.4625650775900469,0.05252728211602112,37.31127904059993,0.8700738996911963
S00073,1,1.4081825377867634,urbain,français,H,0,0,1.1358119908378483,0.13298200652650732,43.59546192416508,0.9362713767907124
S00074,0,-0.22676579968089555,urbain,wolof,F,0,0,-0.5589055756131087,0.4471291603898131,47.01840381613688,0.71272218281898
S00075,1,0.45095536990010016,rural,autre,F,0,0,0.8036427494500231,0.7884440013398444,52.79960031440603,0.8201842540651807
S00076,1,0.08453066344718857,urbain,autre,F,0,1,0.5436260064330518,0.4998377932516244,33.50597451577394,0.7797890032964323
S00077,0,-0.9053149697887086,urbain,français,H,0,1,-1.7249192939776967,0.5658466650718773,39.349869923482274,0.5551838016821533
S00078,0,-0.6760342369251532,urbain,français,F,0,0,-0.5589055756131087,0.440284671711784,60.52892845006046,0.7045239493614508
S00079,0,-1.635291558751676,urbain,wolof,F,1,1,-1.7249192939776967,0.5997686359585962,46.39609745460071,0.6044671736216172
S00080,1,0.12681151238873614,urbain,français,H,0,0,1.050436228132796,0.07161191754592772,40.86255287300537,0.8982412483184014
S00081,0,-0.1516949781404851,urbain,autre,F,0,1,0.5436260064330518,0.5457821284374973,37.445332521744135,0.8004693994480241
S00082,1,0.37526894568990027,urbain,wolof,F,0,1,1.508379536169013,0.353533545960631,35.14239638141574,0.9043088322263934
S00083,0,-0.462388603677092,rural,autre,F,0,0,-0.09886818526410894,0.407196355479178,51.71366280882015,0.7987072675460203
S00084,1,0.8891452717398977,urbain,wolof,F,0,0,0.8036427494500231,0.6743470023017253,45.567952479144566,0.783950529215597
S00085,1,0.6661198234094318,urbain,wolof,F,0,0,0.4625650775900469,0.11345173956782947,43.64794209596414,0.857383616310707
S00086,0,-1.9869827456563838,rural,wolof,H,0,0,-1.961883486465059,0.37702014641353754,60.43186207511541,0.5300310049511278
S00087,1,0.530350100350878,rural,autre,F,0,0,-1.961883486465059,0.27662425684408215,52.29480189040191,0.4577169723390369
S00088,1,0.047929779045635945,rural,wolof,H,0,0,0.8036427494500231,0.7275681042060748,54.3284486746599,0.7332468181502593
S00089,0,-0.4343308341238273,urbain,autre,H,0,0,0.4625650775900469,0.0217292767763998,35.6052313086148,0.8900537496469474
S00090,1,0.40249838094594603,urbain,wolof,F,0,0,1.050436228132796,0.13064431148184252,37.85297657894345,0.9063324355744218
S00091,1,0.16560306372052747,urbain,français,H,1,0,0.361886464303974,0.5693974735253037,55.08814692077849,0.7601389088173831
S00092,1,1.91298346145506,urbain,français,F,0,0,1.1358119908378483,0.10639244178999709,32.5086780229398,0.9139077871661766
S00093,1,1.240697267718682,urbain,wolof,F,0,1,1.508379536169013,0.3863894979110183,26.90750817684863,0.8831766025770383
S00094,1,0.14899740045489476,urbain,wolof,H,0,0,1.1358119908378483,0,34.785544881915015,0.8932226213532541
S00095,0,-1.4007143088368688,rural,wolof,F,1,1,-0.5950300302811243,0.737346952384513,39.79303803171111,0.6819452072600267
S00096,0,-1.630289662823681,urbain,autre,F,1,0,0.4625650775900469,0.02844062319499572,45.5585406168821,0.8626964326507287
S00097,1,0.374308255422382,urbain,autre,F,0,0,1.050436228132796,0.2423755597295387,38.74734942660289,0.869444360761315
S00098,1,0.4576984409233806,urbain,français,F,0,1,-0.6770804424361538,0.08210607580816642,27.36382466663424,0.7891887631690232
S00099,0,-0.8706241997442781,rural,autre,F,0,0,-1.961883486465059,0.33631399617920427,63.892738300260895,0.5185103094048377
S00100,0,-0.6890298938422911,urbain,français,F,0,0,-1.961883486465059,0.3449060374620542,63.831258243263065,0.6069310201513235
S00101,0,-1.11815426105747,rural,wolof,F,1,0,0.7594385270695994,0.2339471542032034,46.446615188041086,0.8792283268114952
S00102,1,0.9052133031152855,urbain,wolof,H,0,0,1.1358119908378483,0.01718490262744878,33.7847433814995,0.9042700911819328
S00103,1,1.2414919027798066,urbain,français,H,0,1,1.508379536169013,0.42119702867938347,37.336496933606824,0.8835490323777798
S00104,1,0.807127432804132,rural,autre,H,0,0,0.7594385270695994,0.3485143643058187,44.71280424084274,0.8205688852469868
S00105,0,-1.0449286589537643,rural,autre,H,0,0,-0.4962851679537585,0.9126883362485196,72.87149441741664,0.5262942337538559
S00106,0,-0.182170472453212,rural,français,F,0,1,-0.5950300302811243,0.7588363306706271,48.08197856786637,0.6489777853728559
S00107,1,0.6781115811064362,urbain,français,H,0,0,0.7594385270695994,0.28058132962028515,43.243914129738634,0.8352124919598566
S00108,1,0.7160877593211241,urbain,français,F,0,0,0.8036427494500231,0.6682107305657168,49.01490431230757,0.7675666319787471
S00109,1,0.9117689821163507,rural,wolof,F,0,0,1.1358119908378483,0.06298054715224335,40.38854931983732,0.9327119742189984
S00110,0,-2.1283820167399363,urbain,français,F,0,1,-1.7249192939776967,0.5185703955532642,38.06293033530654,0.6008628287858951
S00111,1,0.8673921033300614,rural,français,H,0,0,0.4625650775900469,0.09888380225102042,39.17655970191469,0.8590759528287775
S00112,0,-0.555358424477236,rural,wolof,F,0,0,0.7594385270695994,0.29119769980263693,42.22179842575177,0.8577968999388788
S00113,1,0.03445846518569545,urbain,wolof,F,0,0,1.050436228132796,0.16467367564041102,48.52218082369571,0.926157743918354
S00114,1,1.0633201096291118,urbain,français,H,0,0,1.1358119908378483,0.02729399801385488,30.33045414591555,0.8982848707922529
S00115,1,0.8580967920174964,rural,français,H,0,0,0.361886464303974,0.6837848674921432,43.726328257961896,0.7391644251025575
S00116,0,-0.058442501513040895,urbain,français,H,0,0,-1.961883486465059,0.3628556700393351,60.57590751225646,0.5533449403199565
S00117,1,0.6462193216702375,urbain,français,F,1,0,1.050436228132796,0.11059929910817903,35.360761186324474,0.8956288155047737
S00118,0,-0.6368967392760986,rural,français,H,0,1,-0.5950300302811243,0.7301503197821059,55.7611253344545,0.6514888622175683
S00119,0,-0.5090696064094555,urbain,wolof,F,0,0,1.050436228132796,0.10746515387185795,34.32562313546777,0.8800598379060784
S00120,0,-0.6858815267315214,urbain,wolof,H,0,1,-0.6770804424361538,0.07724933256146016,28.895072339813517,0.75309609576546
S00121,0,-1.090534458216931,rural,wolof,H,0,1,0.5436260064330518,0.5611646185313106,32.10688071553205,0.8065090440798794
S00122,0,-0.5975813871659588,urbain,wolof,H,0,0,-1.961883486465059,0.2909117190985104,41.51350106378763,0.5930545692809281
S00123,1,0.7763900136666511,urbain,wolof,H,1,0,1.050436228132796,0.24091483197348543,37.524842285118446,0.8874065381347683
S00124,0,-0.10523186912026851,rural,wolof,H,0,0,-1.961883486465059,0.2528400977804746,61.50921480895146,0.5815109513577682
S00125,0,-0.7110874429057457,urbain,wolof,F,1,0,1.1358119908378483,0,34.90697989298477,0.9423560205316092
S00126,1,0.07511903654827652,urbain,wolof,F,0,0,0.7594385270695994,0.30366452953099243,43.97502180472095,0.8160148611657174
S00127,1,0.18962627483075994,urbain,wolof,H,0,0,0.4625650775900469,0.06737482179336748,34.98515474209876,0.8390466521461981
S00128,1,0.9319202342260541,rural,wolof,F,0,0,-1.961883486465059,0.32115569722059306,50.04120255608377,0.5690590411880396
S00129,0,-0.43044067558152604,urbain,wolof,F,0,1,-0.6770804424361538,0.06200327171789605,29.91935542437832,0.794600238561122
S00130,0,-2.112035898380929,rural,autre,F,1,0,0.8036427494500231,0.6446690690033866,42.42682067360561,0.7644957533082247
S00131,1,0.16531417387349348,rural,wolof,H,0,1,1.508379536169013,0.4642677130272612,34.90669422156211,0.8811317058016124
S00132,0,-1.084366473180007,rural,wolof,F,0,1,-0.5950300302811243,0.7037060219914563,40.32281532539724,0.6499261196239497
S00133,0,-1.025180016404941,rural,wolof,H,0,1,-0.5128143979953421,0.7275738440134243,52.24711747063121,0.5896252198084782
S00134,1,0.12631588886496906,urbain,autre,F,1,1,0.5436260064330518,0.5350591164798645,29.939917446326906,0.7565698307773575
S00135,0,-0.27651089055509115,rural,autre,F,0,1,-0.6770804424361538,0,29.655858226799133,0.7933290741048502
S00136,1,0.40617687826042104,rural,autre,F,1,0,-0.5589055756131087,0.4763853710211931,43.44764501902594,0.6963884890443334
S00137,0,-0.6910838100592169,urbain,français,H,0,0,0.7594385270695994,0.3106475814399292,41.40602974292151,0.8749353998856497
S00138,0,-1.1289270348402276,rural,autre,F,0,0,0.4625650775900469,0,34.055262714135694,0.8895285971296905
S00139,0,-0.6805930215510801,rural,wolof,H,0,1,-1.7249192939776967,0.551955396067324,59.89065291157119,0.5043310952306148
S00140,1,0.6116457410118311,urbain,français,F,0,1,1.508379536169013,0.3771660476637896,35.38632641906463,0.8841642365674504
S00141,1,0.12246598106047725,urbain,wolof,H,1,0,1.050436228132796,0.1005288429019716,38.05680495069495,0.8652976271138098
S00142,1,0.2780411088161295,urbain,autre,H,0,0,0.361886464303974,0.6093100857064748,56.353107345701694,0.7967565791802624
S00143,0,-0.17958600670666192,rural,wolof,F,0,0,-0.5589055756131087,0.44615400073766853,57.88705089729532,0.7140618743922766
S00144,0,-0.8903093464352,rural,wolof,H,1,1,-0.5950300302811243,0.8305852690979234,47.54099420547768,0.631253034078909
S00145,1,0.06715857391267999,urbain,français,H,0,0,1.1358119908378483,0.09280830336837265,40.8404908347721,0.8942543108641501
S00146,0,-0.30894544506945454,rural,français,H,0,1,-0.5950300302811243,0.7395160552435333,43.184649273209295,0.636091412365033
S00147,0,-0.1898489563489795,rural,wolof,H,0,0,0.361886464303974,0.7038999873039233,63.229068449350514,0.7619289270645905
S00148,0,-0.421656648981722,rural,wolof,F,0,0,1.050436228132796,0.13777009799029805,45.1877242544043,0.8442251949094073
S00149,1,1.027650409005329,urbain,wolof,F,0,0,0.4625650775900469,0.01186021400408979,35.56466820316681,0.8943317009473806
S00150,0,-0.28441657636451767,urbain,français,F,0,1,-0.6770804424361538,0,38.205165356568266,0.8370189095840534
S00151,1,0.6055648335401236,urbain,français,H,0,1,0.5436260064330518,0.5818475542242063,35.44379875741195,0.7900309272294013
S00152,0,-0.017060615986050895,rural,français,H,0,1,-1.7249192939776967,0.4806508391472959,48.03059654934325,0.602463903722576
S00153,0,-0.17406151038574375,rural,wolof,H,0,1,1.508379536169013,0.3482495907576312,36.04751343397107,0.8482489342689057
S00154,1,0.36383078356940973,urbain,wolof,H,0,0,0.361886464303974,0.6613286871636676,55.57293421505129,0.7612450401310005
S00155,1,0.11993281311216479,urbain,autre,F,0,1,1.508379536169013,0.3449367585643998,34.96689579368984,0.8983008557375368
S00156,0,-0.08179459157944029,urbain,français,H,0,0,0.361886464303974,0.6613286871636676,55.57293421505129,0.7612450401310005
S00157,1,0.26453308694556477,urbain,wolof,F,0,1,-0.6770804424361538,0.0103365236629891,29.784759731311432,0.8083669231582978
S00158,0,-0.46200203040572585,urbain,autre,H,0,0,0.7594385270695994,0.29019938698164033,33.94667681647653,0.8308525992560915
S00159,0,-0.9607549178290388,rural,wolof,H,0,1,-1.7249192939776967,0.5467529803313067,46.750564627742534,0.466513782084398
S00160,0,-1.4849193587294394,rural,autre,H,0,1,-0.5128143979953421,0.7087340744133033,43.14391235746936,0.6396977080485065
S00161,1,0.8255557441799483,urbain,français,F,0,0,1.050436228132796,0.11660116934063634,40.89920200972516,0.8945115864499911
S00162,0,-2.1283820167399363,urbain,français,H,0,1,-0.5950300302811243,0.7448677727981879,48.480303293347774,0.6780810394808774
S00163,1,1.1678123574878767,urbain,français,H,0,1,-0.6770804424361538,0,27.599529200549057,0.8273385628003539
S00164,0,-0.7167377420916974,rural,autre,H,0,0,-1.961883486465059,0.3683543940164816,67.91828918168653,0.5394876820017237
S00165,1,1.0865819445512772,urbain,wolof,F,0,0,-0.09886818526410894,0.2955973643528341,44.96935671583967,0.7896862061789698
S00166,1,0.3462804134510886,urbain,français,F,0,1,-0.6770804424361538,0,27.455173281690964,0.7711128003414461
S00167,0,-0.8369019920029018,urbain,wolof,F,0,1,-1.7249192939776967,0.5473843912264286,45.84860351351978,0.5691278079632875
S00168,0,-0.9747549444479855,urbain,français,F,0,0,-0.5589055756131087,0.4683316826043063,53.36023764604129,0.7599906683589428
S00169,0,-0.5980161193511393,rural,autre,F,0,0,0.8036427494500231,0.7313365692243997,52.689635710583254,0.7391564438516568
S00170,1,0.18603955108245035,rural,français,H,0,0,-0.09886818526410894,0.33789697915862704,44.613405359393454,0.7758162320356398
S00171,0,-1.6829453385539657,urbain,wolof,H,0,0,-1.961883486465059,0.37186614060667256,67.23871386774523,0.5130452966119196
S00172,1,1.2028108411324316,urbain,français,F,0,1,1.508379536169013,0.353533545960631,35.14239638141574,0.9043088322263934
S00173,0,-1.7023115614891886,rural,autre,F,0,0,-0.5589055756131087,0.5209906373305222,50.39942529333412,0.7091107796420166
S00174,0,-1.0287480265259172,urbain,wolof,F,0,0,1.1358119908378483,0,28.95963493000696,0.9201813474059491
S00175,1,0.4372855981853586,urbain,wolof,F,0,0,-0.09886818526410894,0.4109151739031436,43.10536048407572,0.760945809849208
S00176,0,-0.4638822765046966,rural,wolof,H,0,0,0.7594385270695994,0.3334836176678544,43.848174586138875,0.8487152404081715
S00177,1,0.24805920984017302,urbain,français,F,0,0,1.050436228132796,0.13391720211918137,37.49728403501799,0.9345420980559372
S00178,1,0.65601828036183,rural,français,F,0,0,-0.5589055756131087,0.4105092039259719,51.68445042520239,0.6493064890077912
S00179,0,-0.7304697177217572,urbain,français,H,0,0,-0.09886818526410894,0.3949257407395645,53.70973038004517,0.7858226952426486
S00180,1,0.9037659668079792,urbain,français,F,0,0,0.7594385270695994,0.27876378287884473,35.71083911185249,0.8393695754005116
S00181,1,1.8195980293498923,urbain,wolof,F,0,0,1.050436228132796,0.17175760645929805,42.50511721285873,0.90902365892611
S00182,1,1.0745938164594262,urbain,français,F,0,0,1.050436228132796,0.14793247297080783,37.961801432469066,0.9096490840110484
S00183,1,1.4485608508569925,urbain,wolof,F,0,0,1.050436228132796,0.11569705912542586,42.45666793745895,0.927676186198344
S00184,1,0.09874762252162606,urbain,wolof,F,0,0,0.8036427494500231,0.7313769417534077,45.297610646924014,0.7486772564940689
S00185,1,1.040055008067532,urbain,français,H,1,1,0.5436260064330518,0.5418958407041634,40.759895776182674,0.805043928106178
S00186,1,0.7282367207669569,urbain,français,H,0,0,-0.09886818526410894,0.39137782379546093,44.22234844185486,0.7873017231848803
S00187,1,1.2168501241120813,rural,autre,H,0,1,0.5436260064330518,0.5572219965411759,33.30003813130747,0.8093039298020196
S00188,0,-0.8701244752214653,rural,wolof,H,1,0,0.4625650775900469,0.07565033361620949,34.34993412397655,0.91600001296853
S00189,0,-1.4205642124017577,rural,autre,H,0,0,-0.09886818526410894,0.4031653661904316,55.47721156924476,0.7372935665940685
S00190,0,-0.03616298609002378,urbain,français,F,0,0,0.8036427494500231,0.698523700089971,44.026934472481734,0.78293076680191
S00191,1,1.2912086912846368,urbain,français,H,0,0,0.8036427494500231,0.63174275474609,43.0971391644685,0.8404574678638105
S00192,1,1.3523408378644926,urbain,français,F,0,0,1.050436228132796,0.10370363269518185,38.17329241113991,0.91084792647824
S00193,1,0.5357571110699502,urbain,wolof,F,0,0,0.4625650775900469,0.1097232270595343,43.87855357060233,0.8503164465557577
S00194,1,0.8940311627668884,urbain,wolof,H,0,0,0.7594385270695994,0.2879993211609043,51.24603835413899,0.882676716376019
S00195,0,-1.5309121792911717,rural,autre,H,0,0,-1.961883486465059,0.3330670695687381,56.51619850271008,0.6865730027420575
S00196,0,-0.24630053284172837,rural,wolof,H,0,1,1.508379536169013,0.35509694651025747,39.6393212130868,0.9033040606655108
S00197,1,0.10610951396437825,rural,autre,F,1,1,-0.5950300302811243,0.7757963722390464,44.69321990302045,0.6060310139725323
S00198,0,-0.37830310675594,urbain,wolof,H,0,1,-0.6770804424361538,0.06653333030898843,30.446273509913972,0.7759152614368132
S00199,0,-0.2213913511371094,urbain,wolof,H,0,0,-1.961883486465059,0.269935773913706,49.23035919870492,0.62112388075348
S00200,0,-0.8110973326310325,rural,wolof,H,1,0,0.8036427494500231,0.6837649971590773,49.46955545151002,0.7997868239273267
S00201,1,0.8283779027057641,urbain,français,F,0,0,1.1358119908378483,0.09110530087663264,37.71632683244901,0.9059607471608988
S00202,0,-0.7428718005647535,rural,wolof,H,0,0,-0.09886818526410894,0.4126707992216526,42.571325237929905,0.7290511321025426
S00203,0,-0.4416090731767888,rural,autre,H,1,0,-0.09886818526410894,0.309130777677664,44.11668854770289,0.7637424442256698
S00204,0,-1.0813470567022756,urbain,français,H,0,0,0.7594385270695994,0.3120446316163251,42.88533386111014,0.8776734954737184
S00205,1,1.5082413024454833,urbain,wolof,H,0,0,1.050436228132796,0.20324189696605635,45.37791077603961,0.8959114755941578
S00206,0,-0.5178993405304512,urbain,français,F,0,0,0.4625650775900469,0.08369510059738826,42.10465553895197,0.8469480457998662
S00207,1,0.3395765852243195,urbain,wolof,H,0,0,-0.09886818526410894,0.4683771657557099,48.7784216790548,0.7629777305658858
S00208,0,-0.25746642779407897,urbain,autre,F,1,1,1.508379536169013,0.35945421192888966,33.684825582057655,0.8822727579747351
S00209,0,-0.796995284548301,urbain,wolof,F,0,0,0.4625650775900469,0.01288415887780839,36.08778101914611,0.857610663728732
S00210,1,0.2649030788210409,urbain,français,F,0,0,0.7594385270695994,0.24588674980743896,46.06735962882914,0.8866151943013021
S00211,0,-0.3020006379950181,rural,wolof,H,0,1,0.5436260064330518,0.5190340047075728,37.9041727398179,0.785598621735268
S00212,0,-0.4643410951354123,urbain,français,H,0,0,-1.961883486465059,0.33029568787007924,66.9075790052246,0.5639432977471788
S00213,0,-2.2208863335450304,rural,autre,H,0,1,-0.5950300302811243,0.7301825710139002,50.38454667428227,0.5260262946744185
S00214,1,0.47056739533953085,urbain,français,F,0,1,0.5436260064330518,0.5382826718918078,38.784374533724694,0.8452592922549564
S00215,0,-1.4877323526921826,rural,autre,H,0,1,-1.7249192939776967,0.5225404870355036,51.64990184717353,0.6110382859951563
S00216,0,-0.1264980369845639,urbain,wolof,H,0,1,-1.7249192939776967,0.509614986270132,38.30271950967849,0.6077897292180476
S00217,0,-0.6377607265116464,rural,wolof,F,0,1,-0.5950300302811243,0.7687586192182965,47.02834632825955,0.680496677095124
S00218,0,-0.5567310636732443,urbain,wolof,F,0,0,1.1358119908378483,0.05020426957853905,35.18549677185941,0.931545087239084
S00219,0,-0.7814903700139947,urbain,français,H,0,1,-0.5950300302811243,0.716186858224243,47.640213500346746,0.5904288031125708
S00220,0,-1.257732087743307,urbain,wolof,H,0,0,-0.5589055756131087,0.4965850514117134,57.55582831246831,0.6866926471067419
S00221,0,-0.2833856174249659,rural,autre,F,0,1,0.5436260064330518,0.6212311287251353,34.63701205723775,0.7799988105679854
