ecole_id,region,ief_id,ia_id,remoteness,g_ia,reform,ief_effect,remoteness_s,milieu,mu_enrol,enrol,part_filles,eleves_filles,eleves_garcons,log_ptr,ptr,n_teachers,quality,att_school,ptr_z,ability_school
E00081,Thiès,IEF019,IA04,0.15,1.0504362281327961,0,0.4061865653228522,0.11060232077286214,rural,180,292,0.4638466733180455,135,157,3.7685928174479755,43.31906409516384,7,1.380986087413855,0.8956768639314531,-0.015274299521693556,0.8871861530502969
E00082,Saint-Louis,IEF025,IA06,0.35,-0.09886818526410894,0,0.09534935373040888,0.34513464463730065,rural,180,95,0.4449410678565367,42,53,3.940504337851581,51.44454018786968,2,-0.3139868218673841,0.7900354579989979,0.8379022847846179,-0.0881540903316188
E00083,Fatick,IEF038,IA09,0.4,1.508379536169013,1,-1.390946513569097,0.3604532396743915,rural,180,126,0.48509070900912804,61,65,3.346814759936794,28.41209003212321,4,1.0773911625208614,0.8644619122003689,-1.580509501538331,0.8134463218969813
E00084,Kaolack,IEF029,IA07,0.3,0.7594385270695994,0,-1.481619640758723,0.27876378287884473,urbain,320,347,0.49391182822856505,171,176,3.5754542592819085,35.71083911185249,10,0.22513627610809667,0.8393695754005116,-0.8141394158343941,0.03993497996323186
E00085,Kaffrine,IEF039,IA10,0.55,-1.7249192939776967,1,-1.332630847294145,0.5852377090290061,rural,180,88,0.3605113493115979,32,56,3.6349777294921854,37.90100881303013,2,-1.8187311184793513,0.57778777263791,-0.5841711674040851,-1.7555679861949596
E00086,Saint-Louis,IEF025,IA06,0.35,-0.09886818526410894,0,0.09534935373040888,0.3498165422705039,urbain,320,296,0.4375201082952506,130,166,3.94316967841151,51.5818403019186,6,-0.1586995989394488,0.7389700443640549,0.852318823704015,-0.2688207086257138
E00087,Louga,IEF033,IA08,0.45,-0.5589055756131087,0,-1.965905696172405,0.29604389552683674,urbain,320,262,0.4283276495908927,112,150,3.7972227079026064,44.577208485346226,6,-0.807204100871823,0.7977069328526301,0.11683110835016698,-0.9712313299888066
E00088,Kolda,IEF046,IA12,0.7,0.8036427494500231,0,-0.3584819723018034,0.7128031300584609,rural,180,129,0.436858708781172,56,73,3.9826082867393957,53.656804199040415,2,-0.9630447288154627,0.6654147260954191,1.070190440100068,-1.1518572143383015
E00089,Louga,IEF035,IA08,0.45,-0.5589055756131087,0,0.9958108211774965,0.42282719810343283,urbain,320,304,0.38327587621554393,117,187,3.9767657397096907,53.34422581316784,6,0.1074086002036346,0.716828430660539,1.0373696482419583,-0.03568893143309973
E00090,Matam,IEF051,IA14,0.65,0.361886464303974,0,0.10403354045954573,0.5910765691994567,rural,180,139,0.46765696471560264,65,74,3.7736226771225034,43.53750180377538,3,0.8493387041000249,0.709993961145262,0.007661702749507402,0.6295399452769492
E00091,Kédougou,IEF055,IA16,0.9,-0.4962851679537585,0,0.0755532240045896,0.8840919506605154,rural,180,129,0.32736105171113605,42,87,4.155387814573667,63.7766932835366,2,-1.1829918817606222,0.6645966880223428,2.1327807799350333,-1.2654748831414488
E00092,Dakar,IEF003,IA01,0.05,1.1358119908378483,0,-1.5898776485547115,0.012253038889306907,urbain,320,318,0.5167461148875916,164,154,3.5333067636467415,34.23699428359266,9,0.58916701979644015,0.9085883639370608,-0.9688934120342044,0.6715846689704218
E00093,Kaffrine,IEF039,IA10,0.55,-1.7249192939776967,1,-1.332630847294145,0.5518559479472402,rural,180,188,0.36978068977007955,70,118,3.8536878418380756,47.16668616645048,4,-0.2416582557943541,0.5560048936436207,0.38872677303438263,-0.5601538332255649
E00094,Diourbel,IEF024,IA05,0.3,-1.961883486465059,0,-2.89232139833262,0.3309957764557428,rural,180,229,0.3965086792090352,91,138,4.132706067946443,62.34640848284597,4,-1.816844749375022,0.5738329514343352,1.9826005951783636,-2.6403833309884024
E00095,Tambacounda,IEF049,IA13,0.75,-0.5950300302811243,1,0.10831608168981055,0.7882441182999141,rural,180,267,0.36583740407133303,98,169,3.8702085255674983,47.952384336493715,6,-0.09455416487371321,0.5596178509911613,0.4712252350771129,-0.5205483793711481
E00096,Thiès,IEF015,IA04,0.15,1.0504362281327961,0,-1.0960478553026407,0.14997487230983636,urbain,320,445,0.4877892400327648,217,228,3.6577830041022756,38.775282866195084,11,0.4067054528056826,0.8686284935805764,-0.49237222025112937,0.17940225774096163
E00097,Dakar,IEF002,IA01,0.05,1.1358119908378483,0,-0.5868971362215678,0.12014454045213901,urbain,320,419,0.4658568698319597,195,224,3.671207053391168,39.29931361247099,11,0.950358382154897,0.8790955596536709,-0.43734888905451025,1.2086471579250997
E00098,Ziguinchor,IEF042,IA11,0.55,0.5436260064330518,1,0.09332094674687035,0.5864148007347019,urbain,320,243,0.40783952222113756,99,144,3.5127897911825054,33.54171175044986,7,0.2644633784021735,0.7546970219070764,-1.041898214458904,0.07111684024119855
E00099,Kédougou,IEF055,IA16,0.9,-0.4962851679537585,0,0.0755532240045896,0.912876491035838,rural,180,223,0.3793282216760554,85,138,4.189663814986823,66.00059881810277,3,-1.3206271639223017,0.6682976244603851,2.3662912974915775,-1.677335051292537
E00100,Dakar,IEF009,IA03,0.05,0.46256507759004684,0,0.5687463271242291,0.08950318689892495,rural,180,153,0.4855641898351877,74,79,3.822070915149712,45.698748625437695,3,0.8040626182021863,0.8432902598418538,0.23459304315477933,0.8764847109286567
E00101,Sédhiou,IEF053,IA15,0.7,-0.5128143979953421,1,-1.6637734035387284,0.6225331341132254,rural,180,253,0.386365186458753,98,155,3.7634183229003795,43.095488777686626,6,-0.5560137250454785,0.7267247184174754,-0.038749751732012824,-1.3320148897087054
E00102,Thiès,IEF018,IA04,0.15,1.0504362281327961,0,1.839675695915115,0.08879386649503476,urbain,320,251,0.48482978853209907,122,129,3.6527813434259384,38.58182626411118,7,1.2346114871076865,0.9032542552255125,-0.512685201434548,1.994798390126951
E00103,Dakar,IEF001,IA01,0.05,1.1358119908378483,0,-0.3499273505312711,0.13648387564472497,urbain,320,273,0.4868026144708225,133,140,3.5123851884964368,33.528143428855074,8,0.7919591406791909,0.872412486918927,-1.0433228908890522,0.5910520263440429
E00104,Tambacounda,IEF048,IA13,0.75,-0.5950300302811243,1,-1.2870708589133515,0.7136753438560066,rural,180,279,0.3981811457509073,111,168,3.7354132423137716,41.90533904479098,7,-0.9503949758265372,0.6656953237848607,-0.16371570724525344,-0.806610637749186
E00105,Diourbel,IEF022,IA05,0.3,-1.961883486465059,0,-0.4134188533806319,0.29354238689909407,rural,180,209,0.37728053457271515,79,130,4.166149684298492,64.46675627200518,3,-1.6279156475037333,0.4143531266423739,2.2052375291446387,-2.5937608036654267
E00106,Diourbel,IEF024,IA05,0.3,-1.961883486465059,0,-2.89232139833262,0.24437348966269404,rural,180,298,0.3826484072632385,114,184,4.011363102079062,55.22209263341542,5,-0.8978327039131528,0.5545828953309194,1.2345460328871882,-2.325709512067738
E00107,Kaffrine,IEF041,IA10,0.55,-1.7249192939776967,1,0.31771647692565824,0.5481275148419031,rural,180,208,0.3718903130996184,77,131,3.837905717983955,46.42813893495691,4,-1.8831298893764845,0.5250161158397612,0.3111791687924341,-1.9910571280548477
