id_saisi,ecole_id,genre_saisi,anciennete,vague,visite1,visite2,visite3,visite4
T000058,E00012,H,12,1,présent,absent,absent,présent
T000559,E00012,F,9,1,présent,présent,présent,présent
T000060,E00012,F,0,1,présent,présent,présent,présent
T000061,E00012,H,12,1,présent,présent,présent,présent
T000062,E00012,H,14,1,absent,présent,présent,NA
T400063,E00012,H,5,1,présent,présent,présent,présent
T000064,E00013,H,0,1,présent,présent,présent,présent
T000065,E00013,H,9,1,présent,présent,présent,présent
T000066,E00013,F,11,1,présent,absent,présent,présent
T000067,E00013,F,15,1,absent,présent,présent,présent
T000068,E00013,H,3,1,présent,présent,présent,présent
T000069,E00013,H,18,1,présent,présent,présent,présent
T000070,E00013,H,18,1,présent,présent,NA,présent
T000071,E00013,F,18,1,présent,présent,présent,présent
T000072,E00013,H,4,1,présent,présent,présent,présent
T000073,E00013,H,7,1,présent,NA,présent,présent
T000044,E00013,H,0,1,absent,présent,présent,présent
T000075,E00014,F,0,1,présent,présent,présent,présent
T000076,E00014,F,26,1,présent,présent,présent,présent
T000077,E00014,F,20,1,présent,NA,présent,présent
T000078,E00014,F,1,1,présent,présent,absent,présent
T000079,E00014,H,5,1,présent,absent,absent,présent
T000080,E00014,H,14,1,présent,présent,présent,absent
T000081,E00015,H,6,1,présent,présent,présent,présent
T000082,E00015,F,3,1,présent,présent,présent,présent
T000083,E00015,H,27,1,présent,présent,NA,présent
3000084,E00015,F,2,1,absent,présent,présent,présent
T000085,E00016,H,10,1,absent,présent,absent,présent
T000086,E00016,F,2,1,présent,présent,NA,présent
T000087,E00016,H,6,1,présent,présent,présent,présent
T000088,E00016,F,19,1,présent,présent,présent,présent
T000089,E00016,F,14,1,présent,présent,présent,présent
T000090,E00016,H,6,1,présent,présent,présent,présent
T000091,E00016,F,9,1,présent,NA,absent,présent
T000092,E00016,H,14,1,présent,présent,présent,présent
T000093,E00016,F,13,1,présent,présent,présent,présent
T000094,E00016,H,19,1,présent,absent,absent,présent
T000095,E00016,H,8,1,présent,absent,présent,absent
T000096,E00016,H,2,1,présent,présent,présent,présent
T000097,E00016,F,5,1,présent,présent,présent,absent
T000098,E00016,F,9,1,présent,absent,absent,absent
T000099,E00017,F,9,1,absent,absent,présent,présent
T000100,E00017,H,12,1,présent,NA,présent,présent
T000101,E00017,H,15,1,absent,présent,présent,présent
T000102,E00017,H,15,1,présent,présent,présent,présent
T000103,E00017,H,4,1,présent,présent,présent,absent
T000104,E00018,H,5,1,présent,présent,présent,présent
T000105,E00018,H,12,1,présent,présent,absent,présent
T000106,E00018,H,0,1,présent,absent,absent,présent
T000107,E00018,F,6,1,absent,absent,absent,absent
0000108,E00018,H,18,1,présent,présent,présent,absent
T000109,E00019,H,3,1,absent,absent,absent,présent
T000110,E00019,H,18,1,absent,présent,présent,présent
T000111,E00020,F,12,1,présent,présent,présent,absent
T000112,E00020,F,7,1,présent,présent,présent,présent
T000113,E00020,F,14,1,présent,présent,présent,présent
T000114,E00021,H,3,1,présent,présent,absent,présent
T000115,E00021,F,0,1,absent,présent,présent,présent
T000116,E00021,H,15,1,présent,absent,présent,présent
T000117,E00021,H,8,1,présent,présent,présent,présent
T000118,E00021,H,5,1,présent,présent,présent,présent
T100119,E00021,H,9,1,présent,absent,présent,absent
T000120,E00021,H,16,1,présent,présent,présent,présent
T000121,E00021,H,11,1,présent,présent,présent,présent
T000122,E00022,H,4,1,absent,présent,présent,absent
T000193,E00022,F,0,1,absent,présent,absent,présent
T000124,E00022,H,7,1,présent,absent,présent,présent
T000125,E00022,H,0,1,présent,présent,présent,présent
T000126,E00022,F,12,1,présent,absent,présent,absent
T000127,E00022,H,0,1,présent,présent,absent,présent
T000128,E00023,H,10,1,présent,NA,présent,présent
T000129,E00023,H,5,1,présent,présent,présent,présent
T000130,E00023,H,11,1,absent,NA,présent,présent
T000131,E00023,H,0,1,présent,présent,absent,présent
T000132,E00024,F,11,1,présent,présent,absent,présent
T000133,E00024,F,14,1,présent,présent,absent,présent
T700134,E00025,F,8,1,présent,présent,présent,présent
T000135,E00025,H,8,1,présent,présent,absent,présent
T000136,E00025,H,13,1,présent,présent,présent,présent
T000137,E00025,F,6,1,présent,présent,présent,présent
T060138,E00025,H,12,1,présent,absent,présent,présent
T000139,E00025,H,8,1,présent,présent,présent,présent
T000140,E00025,F,6,1,présent,présent,présent,présent
T000141,E00025,F,18,1,présent,présent,présent,présent
T000142,E00025,H,14,1,présent,NA,présent,présent
T000743,E00025,F,8,1,présent,présent,présent,présent
T000144,E00025,F,4,1,présent,présent,présent,présent
T000145,E00025,F,9,1,présent,absent,présent,présent
T000146,E00025,H,9,1,présent,présent,présent,présent
T000147,E00025,F,9,1,présent,présent,présent,présent
T000148,E00025,H,14,1,présent,NA,présent,présent
T000149,E00025,H,0,1,présent,présent,présent,présent
T000150,E00025,H,0,1,présent,présent,présent,présent
T000151,E00025,F,10,1,présent,présent,absent,présent
T000154,E00026,F,10,1,présent,présent,présent,présent
T000153,E00026,H,7,1,présent,présent,présent,présent
T000154,E00026,H,0,1,présent,présent,présent,présent
T000155,E00026,F,0,1,présent,présent,présent,absent
T000156,E00026,F,9,1,absent,absent,absent,absent
T000157,E00026,F,10,1,NA,présent,présent,présent
T000158,E00026,H,8,1,présent,présent,présent,présent
T000159,E00027,H,12,1,présent,absent,présent,présent
T000160,E00027,H,15,1,présent,présent,présent,présent
T000161,E00027,H,0,1,absent,présent,absent,présent
T000162,E00027,H,2,1,présent,présent,présent,NA
T060163,E00028,F,0,1,absent,présent,présent,absent
T000164,E00028,H,4,1,présent,présent,présent,présent
T000165,E00029,H,16,1,présent,absent,présent,absent
T000166,E00029,H,18,1,présent,présent,présent,présent
T000167,E00029,F,3,1,présent,absent,présent,présent
T000168,E00029,H,10,1,présent,absent,présent,présent
T000169,E00029,F,2,1,absent,présent,présent,présent
T000170,E00030,H,10,1,présent,présent,présent,NA
T000171,E00030,H,2,1,présent,absent,présent,présent
T000172,E00030,F,0,1,absent,NA,présent,absent
T000179,E00030,H,9,1,présent,présent,présent,présent
T000174,E00031,H,8,1,absent,présent,présent,absent
T000175,E00031,F,9,1,présent,présent,absent,absent
T000176,E00032,H,8,1,absent,absent,absent,absent
T000177,E00032,F,1,1,absent,absent,présent,absent
T000178,E00032,H,13,1,présent,présent,présent,présent
T000179,E00032,H,0,1,absent,absent,absent,absent
T000180,E00033,H,11,1,absent,présent,présent,absent
T000181,E00033,H,14,1,absent,présent,absent,présent
T000192,E00033,H,5,1,absent,présent,absent,absent
T200183,E00034,H,13,1,présent,présent,présent,présent
5000184,E00034,F,16,1,présent,absent,absent,présent
T000185,E00034,H,16,1,présent,absent,absent,absent
T000186,E00034,F,7,1,absent,présent,présent,absent
T000187,E00035,H,4,1,présent,présent,présent,absent
T000188,E00035,H,0,1,absent,absent,présent,présent
T000189,E00035,H,7,1,présent,présent,absent,présent
T000190,E00035,H,12,1,présent,présent,présent,présent
T000191,E00035,H,4,1,présent,absent,présent,absent
T000192,E00035,H,6,1,présent,absent,absent,absent
T000193,E00036,H,3,1,présent,absent,présent,présent
T000194,E00036,H,13,1,présent,présent,présent,présent
T000195,E00036,H,7,1,présent,présent,présent,présent
T000196,E00036,H,16,1,présent,présent,absent,présent
T000197,E00036,F,4,1,absent,présent,présent,absent
T001198,E00037,H,7,1,présent,présent,présent,présent
T000199,E00037,H,12,1,présent,présent,présent,présent
T000200,E00037,H,0,1,présent,présent,présent,présent
T000201,E00037,H,23,1,présent,absent,présent,présent
T000202,E00037,F,11,1,présent,présent,présent,présent
T000203,E00037,H,21,1,présent,présent,présent,présent
T000204,E00037,F,12,1,présent,présent,présent,présent
T000205,E00037,F,0,1,présent,présent,présent,absent
T000206,E00037,H,1,1,présent,absent,présent,présent
T000207,E00037,F,12,1,présent,présent,présent,absent
T000208,E00037,F,4,1,présent,présent,présent,présent
T000209,E00038,H,12,1,absent,absent,absent,absent
T000210,E00038,F,18,1,présent,présent,présent,absent
T000211,E00039,H,12,1,présent,absent,présent,absent
T000212,E00039,H,23,1,présent,absent,présent,présent
T000213,E00039,H,0,1,absent,absent,absent,absent
T000214,E00040,F,4,1,absent,présent,présent,absent
T000215,E00040,H,13,1,présent,présent,absent,présent
T000216,E00040,F,0,1,présent,présent,absent,présent
T000217,E00040,F,3,1,présent,présent,présent,présent
T000218,E00040,F,6,1,présent,présent,présent,absent
T000219,E00040,F,11,1,présent,absent,présent,présent
T000220,E00040,F,19,1,présent,présent,présent,présent
T000221,E00041,F,14,1,absent,absent,présent,NA
T000222,E00041,F,0,1,présent,présent,absent,absent
T070223,E00041,H,7,1,absent,présent,présent,présent
T000224,E00041,F,1,1,présent,absent,présent,absent
T000225,E00041,H,12,1,présent,présent,présent,présent
T000226,E00041,H,6,1,présent,absent,présent,absent
T000227,E00042,F,2,1,présent,absent,présent,présent
T000228,E00042,F,7,1,présent,absent,présent,présent
T000229,E00043,F,1,1,présent,présent,présent,absent
T000230,E00043,F,16,1,absent,présent,présent,absent
T000231,E00043,F,10,1,absent,présent,absent,NA
T000232,E00043,F,12,1,présent,absent,absent,absent
T000433,E00043,H,7,1,présent,présent,absent,présent
T000234,E00043,F,11,1,présent,absent,absent,absent
T000235,E00043,H,11,1,absent,présent,présent,présent
T000296,E00044,H,17,1,présent,présent,absent,absent
T000237,E00044,H,10,1,absent,absent,présent,absent
T000238,E00044,F,13,1,présent,présent,présent,présent
T000239,E00044,F,0,1,présent,absent,présent,absent
T000240,E00044,F,0,1,présent,NA,présent,présent
T000241,E00045,H,14,1,absent,absent,absent,présent
T000242,E00045,H,7,1,présent,présent,présent,présent
T000243,E00045,H,7,1,présent,présent,absent,absent
T000244,E00045,F,9,1,NA,absent,présent,NA
T000245,E00046,H,12,1,présent,présent,NA,présent
T000246,E00046,H,5,1,présent,présent,présent,absent
T000247,E00046,H,12,1,présent,présent,présent,présent
T000248,E00046,F,6,1,absent,présent,absent,présent
T000249,E00047,H,0,1,présent,absent,présent,présent
T000250,E00047,F,0,1,absent,présent,présent,absent
T000251,E00048,F,13,1,présent,présent,présent,absent
T000252,E00048,F,10,1,présent,présent,présent,présent
T000253,E00048,H,11,1,présent,présent,absent,présent
T000254,E00048,F,0,1,présent,présent,présent,présent
T000255,E00048,H,22,1,présent,présent,absent,présent
T000256,E00048,H,20,1,présent,présent,présent,absent
T000257,E00048,H,11,1,présent,présent,présent,absent
T060258,E00049,H,15,1,absent,présent,présent,présent
T000259,E00049,F,1,1,présent,présent,présent,absent
T000260,E00049,H,14,1,absent,absent,présent,absent
T000261,E00049,H,10,1,présent,absent,absent,NA
T000262,E00049,H,13,1,présent,présent,absent,absent
T000263,E00050,H,12,1,présent,absent,présent,absent
T000264,E00050,H,14,1,présent,présent,présent,présent
T000265,E00050,H,22,1,présent,absent,absent,présent
T000266,E00050,H,1,1,présent,présent,présent,présent
T000267,E00050,H,0,1,présent,présent,présent,présent
T000268,E00050,F,15,1,présent,présent,présent,absent
T000269,E00050,H,4,1,présent,présent,présent,présent
T000270,E00050,H,24,1,présent,présent,présent,présent
T000271,E00050,F,11,1,présent,absent,présent,présent
T000272,E00051,H,14,1,absent,présent,absent,présent
T000273,E00051,F,12,1,présent,présent,présent,présent
T000274,E00051,H,7,1,absent,absent,absent,présent
T000275,E00051,F,7,1,présent,présent,présent,présent
T000276,E00051,F,3,1,présent,absent,présent,NA
T000277,E00052,F,20,1,présent,présent,absent,présent
T000278,E00052,H,14,1,absent,présent,présent,absent
T000279,E00052,F,3,1,présent,présent,absent,présent
T000280,E00052,H,2,1,présent,présent,absent,absent
T000281,E00052,H,18,1,présent,présent,présent,présent
T000282,E00052,H,18,1,présent,présent,présent,présent
T000283,E00052,H,12,1,absent,présent,présent,présent
T000284,E00052,H,16,1,présent,présent,présent,absent
T000285,E00052,F,13,1,présent,présent,présent,présent
T000286,E00052,F,8,1,NA,présent,présent,présent
T008287,E00053,H,0,1,absent,présent,absent,présent
T000288,E00053,H,7,1,présent,présent,présent,présent
T000289,E00053,H,7,1,présent,présent,absent,absent
T000290,E00053,H,8,1,présent,présent,présent,présent
T000291,E00053,H,7,1,absent,présent,présent,présent
T000292,E00053,H,6,1,présent,absent,absent,présent
T000293,E00053,H,5,1,présent,présent,présent,présent
T000294,E00053,H,17,1,absent,présent,présent,présent
T000295,E00054,H,0,1,absent,présent,présent,présent
T000296,E00054,F,8,1,présent,présent,NA,présent
T000297,E00054,H,12,1,présent,présent,présent,présent
T000298,E00054,H,0,1,présent,présent,présent,présent
T000299,E00054,H,6,1,présent,présent,présent,présent
T000300,E00054,F,7,1,présent,présent,présent,présent
T000301,E00054,H,10,1,présent,présent,présent,présent
T000302,E00054,H,13,1,présent,présent,présent,NA
T000303,E00054,H,12,1,absent,présent,absent,présent
T000304,E00054,H,1,1,présent,présent,présent,présent
T000305,E00054,F,8,1,absent,présent,présent,présent
T000306,E00054,F,9,1,présent,présent,présent,présent
T000307,E00055,F,16,1,présent,présent,présent,présent
T000308,E00055,H,12,1,présent,présent,présent,présent
T000309,E00055,H,0,1,présent,absent,présent,présent
T000310,E00055,H,16,1,NA,présent,présent,présent
T000311,E00055,H,17,1,présent,absent,présent,présent
T000362,E00055,H,10,1,présent,présent,présent,présent
T000313,E00055,H,5,1,présent,absent,présent,absent
T000714,E00055,F,8,1,présent,présent,absent,présent
T000315,E00056,H,18,1,présent,présent,présent,NA
T000316,E00056,H,11,1,absent,présent,présent,absent
T000317,E00056,H,13,1,présent,présent,présent,présent
T000348,E00056,H,4,1,présent,présent,présent,présent
T000319,E00056,H,2,1,absent,présent,présent,présent
T080320,E00057,F,5,1,présent,présent,présent,absent
T000321,E00057,H,16,1,présent,présent,présent,présent
T000322,E00057,H,3,1,absent,absent,présent,absent
T000323,E00057,F,20,1,présent,absent,présent,absent
T000324,E00057,F,22,1,présent,présent,absent,présent
T000325,E00058,H,14,1,présent,présent,présent,présent
T000326,E00058,F,15,1,présent,présent,présent,absent
T000327,E00058,F,5,1,présent,présent,présent,présent
T000528,E00058,F,4,1,présent,présent,présent,présent
T000329,E00058,H,10,1,présent,NA,présent,présent
T000330,E00058,F,18,1,présent,présent,absent,présent
T000331,E00058,H,3,1,présent,présent,NA,présent
T000332,E00058,H,12,1,présent,présent,présent,présent
T000333,E00059,H,6,1,présent,absent,présent,présent
T000334,E00059,F,1,1,présent,présent,absent,absent
T000335,E00059,H,15,1,NA,présent,présent,absent
T000336,E00059,F,0,1,présent,absent,présent,présent
T000337,E00059,H,20,1,présent,présent,présent,présent
T000338,E00059,H,13,1,présent,présent,présent,absent
T000339,E00059,H,8,1,présent,absent,présent,présent
T000340,E00059,H,6,1,présent,présent,présent,présent
3000341,E00059,H,0,1,absent,présent,absent,présent
T000342,E00059,F,9,1,présent,présent,absent,absent
T000343,E00060,H,7,1,absent,présent,présent,absent
T000344,E00060,F,12,1,absent,présent,absent,présent
T000345,E00060,H,11,1,absent,absent,présent,absent
T000346,E00060,H,13,1,présent,présent,présent,absent
T000307,E00060,H,4,1,absent,présent,présent,absent
T000348,E00060,F,10,1,présent,présent,absent,présent
T000349,E00061,H,10,1,présent,absent,présent,présent
T000350,E00061,F,16,1,présent,présent,présent,présent
T000351,E00061,H,16,1,absent,présent,présent,présent
T000352,E00061,H,6,1,absent,présent,présent,présent
T000351,E00061,F,0,1,présent,présent,présent,présent
T000354,E00062,H,15,1,présent,présent,présent,présent
T000355,E00062,H,16,1,présent,présent,présent,présent
T000356,E00062,H,12,1,absent,présent,présent,présent
T000357,E00062,H,0,1,présent,présent,présent,présent
T000358,E00062,F,3,1,absent,NA,présent,présent
T000352,E00063,H,17,1,NA,présent,absent,présent
T000360,E00063,H,14,1,présent,présent,absent,présent
T008361,E00063,F,13,1,présent,présent,absent,présent
T300362,E00063,F,0,1,absent,absent,présent,absent
T000363,E00064,F,3,1,NA,absent,présent,absent
T000364,E00064,F,12,1,absent,absent,présent,NA
T000365,E00064,F,7,1,absent,présent,absent,NA
T000366,E00064,F,11,1,présent,présent,présent,absent
T000367,E00064,H,10,1,absent,présent,présent,présent
T000369,E00064,F,11,1,présent,absent,présent,présent
T000369,E00064,H,11,1,NA,absent,présent,présent
T000370,E00065,F,8,1,présent,présent,présent,NA
T000371,E00065,F,6,1,absent,absent,absent,absent
T000372,E00065,F,0,1,présent,présent,présent,présent
T000373,E00065,F,8,1,présent,présent,présent,présent
T000374,E00066,H,0,1,présent,présent,présent,présent
T000375,E00066,H,16,1,présent,présent,présent,présent
T000376,E00066,F,14,1,présent,présent,présent,présent
T000377,E00066,H,6,1,présent,présent,absent,présent
T000378,E00067,H,18,1,présent,présent,absent,présent
T000779,E00067,F,11,1,présent,présent,absent,absent
T000380,E00067,H,0,1,présent,présent,présent,présent
T000381,E00068,F,8,1,présent,présent,présent,absent
T000382,E00068,H,0,1,présent,absent,absent,absent
T000383,E00068,F,1,1,présent,présent,présent,absent
T000384,E00068,H,17,1,présent,présent,présent,présent
T000385,E00068,H,24,1,présent,présent,présent,présent
T000386,E00068,H,4,1,présent,présent,présent,présent
T700387,E00068,F,0,1,présent,présent,présent,présent
T000388,E00069,H,3,1,présent,présent,présent,présent
T000389,E00069,F,30,1,présent,absent,présent,absent
T000390,E00069,H,0,1,présent,présent,absent,présent
T000391,E00069,H,7,1,présent,présent,absent,présent
T000392,E00070,F,14,1,présent,présent,présent,présent
T000393,E00070,H,5,1,présent,absent,présent,présent
T000394,E00070,H,17,1,présent,présent,présent,présent
T000395,E00070,H,8,1,présent,présent,présent,présent
T000396,E00070,H,2,1,absent,présent,présent,présent
T000397,E00070,F,21,1,présent,présent,présent,présent
T000398,E00070,F,6,1,présent,présent,présent,présent
T000399,E00070,H,17,1,présent,absent,présent,présent
T000400,E00070,H,5,1,présent,présent,présent,absent
T000401,E00070,H,9,1,présent,présent,présent,présent
T000402,E00071,H,0,1,absent,présent,absent,présent
T000403,E00071,H,2,1,présent,présent,présent,présent
T000404,E00071,H,1,1,présent,présent,présent,présent
T000405,E00071,H,8,1,absent,présent,présent,absent
T400406,E00072,H,0,1,absent,présent,présent,présent
T000407,E00072,H,0,1,présent,présent,absent,absent
T000408,E00072,H,6,1,présent,présent,présent,présent
T000409,E00072,F,14,1,absent,absent,présent,NA
T000410,E00072,H,16,1,présent,présent,présent,présent
T000411,E00073,F,2,1,présent,NA,présent,présent
T000412,E00073,F,8,1,présent,présent,présent,présent
T000413,E00074,H,1,1,présent,présent,NA,présent
T000414,E00074,F,10,1,présent,présent,présent,absent
T000415,E00074,H,21,1,NA,présent,présent,présent
T000416,E00074,F,5,1,présent,présent,présent,présent
T000417,E00074,H,9,1,absent,présent,présent,présent
T000418,E00074,H,9,1,présent,présent,présent,présent
T000419,E00074,H,6,1,présent,présent,présent,absent
T000420,E00074,H,2,1,absent,présent,présent,présent
T000421,E00075,H,7,1,présent,absent,présent,présent
T000422,E00075,H,20,1,présent,présent,présent,présent
T000623,E00075,H,2,1,présent,absent,présent,présent
9000424,E00075,F,3,1,absent,présent,présent,présent
T000425,E00075,H,10,1,absent,présent,présent,absent
T000426,E00075,H,1,1,présent,absent,présent,présent
T000427,E00075,H,11,1,présent,présent,présent,présent
T000428,E00075,H,0,1,présent,présent,absent,présent
T000469,E00076,H,7,1,présent,présent,présent,présent
T000430,E00076,F,2,1,absent,présent,présent,présent
T000431,E00076,H,6,1,absent,présent,présent,présent
T000432,E00076,F,1,1,présent,NA,présent,présent
T000433,E00077,H,7,1,présent,présent,présent,présent
T000434,E00077,F,17,1,présent,absent,absent,présent
T000435,E00077,H,21,1,présent,présent,présent,absent
T000436,E00077,H,5,1,présent,absent,présent,absent
T000437,E00077,H,5,1,présent,présent,présent,présent
T000438,E00077,F,4,1,présent,présent,présent,présent
T000439,E00077,F,18,1,présent,présent,présent,présent
T000440,E00078,H,0,1,présent,absent,présent,présent
T000441,E00078,H,16,1,présent,présent,présent,présent
T000842,E00078,H,12,1,présent,présent,présent,présent
T000443,E00078,F,16,1,absent,présent,présent,absent
T000444,E00078,H,1,1,présent,présent,présent,présent
T000445,E00078,H,21,1,présent,présent,présent,absent
T000446,E00079,F,9,1,présent,présent,présent,absent
T000447,E00079,H,5,1,présent,absent,présent,NA
T000448,E00079,H,12,1,absent,NA,présent,présent
T000449,E00079,H,2,1,présent,présent,présent,présent
T000450,E00080,H,21,1,présent,présent,NA,présent
T000451,E00080,H,9,1,présent,présent,présent,présent
T000452,E00080,H,13,1,présent,présent,présent,présent
T000453,E00080,H,10,1,présent,présent,NA,présent
T000454,E00080,H,15,1,présent,présent,présent,présent
T000455,E00080,H,11,1,présent,présent,présent,présent
T000476,E00080,H,6,1,présent,présent,présent,présent
T000457,E00081,H,14,1,présent,présent,présent,présent
T000428,E00081,F,7,1,absent,présent,présent,présent
4000459,E00081,H,4,1,absent,présent,présent,présent
T000460,E00081,F,6,1,présent,présent,présent,absent
T000461,E00081,F,13,1,présent,présent,présent,présent
T000462,E00081,F,8,1,présent,présent,présent,présent
T000463,E00081,H,7,1,présent,présent,NA,présent
T000464,E00082,H,16,1,présent,présent,présent,présent
T000465,E00082,H,5,1,absent,absent,présent,présent
T000466,E00083,H,11,1,présent,présent,présent,présent
T000467,E00083,H,6,1,présent,présent,présent,présent
T000468,E00083,F,15,1,présent,présent,présent,présent
T000869,E00083,H,1,1,présent,présent,présent,présent
T000470,E00084,F,0,1,présent,présent,présent,présent
T000471,E00084,F,24,1,présent,présent,absent,présent
T000472,E00084,H,4,1,présent,présent,présent,présent
T000473,E00084,H,5,1,présent,présent,présent,présent
T000474,E00084,F,15,1,NA,présent,présent,présent
T000475,E00084,H,7,1,présent,présent,présent,présent
T000476,E00084,H,0,1,présent,présent,présent,présent
T000677,E00084,H,9,1,absent,présent,présent,présent
T000478,E00084,H,16,1,présent,présent,présent,présent
T000479,E00084,H,9,1,présent,présent,absent,présent
T000480,E00085,H,24,1,absent,présent,absent,absent
T000481,E00085,H,18,1,absent,absent,absent,présent
T000482,E00086,H,16,1,présent,absent,présent,présent
T000483,E00086,F,0,1,NA,présent,présent,présent
T000484,E00086,H,7,1,absent,présent,présent,présent
T000485,E00086,H,9,1,présent,présent,présent,absent
T000486,E00086,F,13,1,présent,présent,absent,présent
T000487,E00086,H,0,1,présent,présent,présent,présent
T000488,E00087,F,7,1,présent,présent,présent,présent
T000484,E00087,H,2,1,présent,présent,présent,présent
T000490,E00087,F,0,1,présent,présent,présent,présent
T200491,E00087,F,16,1,présent,présent,présent,présent
T000492,E00087,F,5,1,présent,absent,présent,présent
T000193,E00087,F,4,1,présent,présent,présent,présent
T000494,E00088,F,4,1,absent,absent,absent,présent
T000495,E00088,F,0,1,présent,présent,présent,présent
T000496,E00089,F,5,1,présent,NA,NA,absent
T000497,E00089,F,15,1,présent,présent,présent,présent
T000498,E00089,H,2,1,présent,présent,présent,présent
T000499,E00089,H,9,1,présent,présent,absent,présent
T000500,E00089,F,11,1,présent,présent,absent,absent
T000501,E00089,F,5,1,absent,présent,absent,absent
T000502,E00090,F,7,1,absent,absent,absent,absent
T000503,E00090,H,11,1,présent,présent,absent,présent
T000504,E00090,F,0,1,NA,absent,absent,absent
T000505,E00091,H,4,1,présent,absent,NA,présent
T000506,E00091,F,4,1,présent,présent,absent,présent
T000507,E00092,H,3,1,présent,présent,absent,présent
T000508,E00092,H,12,1,présent,présent,présent,présent
T000509,E00092,F,1,1,présent,présent,présent,présent
2000510,E00092,H,8,1,présent,présent,présent,présent
T000511,E00092,H,16,1,présent,présent,présent,présent
T000512,E00092,H,5,1,présent,présent,présent,présent
T000513,E00092,H,0,1,présent,présent,présent,présent
T000514,E00092,F,0,1,absent,présent,présent,présent
T000515,E00092,F,11,1,présent,présent,NA,présent
T000516,E00093,H,8,1,présent,absent,absent,absent
T000517,E00093,F,4,1,absent,absent,présent,absent
T000518,E00093,H,24,1,présent,absent,présent,présent
T040519,E00093,F,11,1,absent,absent,absent,absent
T000520,E00094,F,19,1,NA,absent,présent,absent
T000521,E00094,H,7,1,présent,présent,absent,présent
T000522,E00094,H,6,1,absent,présent,absent,NA
T000523,E00094,F,19,1,présent,présent,absent,présent
T020524,E00095,H,0,1,absent,absent,présent,absent
T000525,E00095,F,6,1,absent,absent,présent,NA
T000526,E00095,F,6,1,présent,absent,absent,absent
T000527,E00095,H,8,1,présent,absent,présent,absent
T000528,E00095,H,5,1,présent,présent,présent,présent
T000529,E00095,H,12,1,présent,présent,absent,présent
T000530,E00096,H,4,1,présent,présent,présent,présent
T000531,E00096,H,0,1,présent,présent,absent,présent
T000532,E00096,H,14,1,présent,absent,présent,présent
T000533,E00096,F,16,1,présent,présent,absent,présent
T000534,E00096,F,5,1,présent,présent,présent,absent
T000535,E00096,F,15,1,présent,présent,présent,NA
